bioproject_accession	biosample_id	biosample_accession	env_broad_scale_asserted	env_local_scale_asserted	env_medium_asserted	env_broad_scale_mined	env_local_scale_mined	env_medium_mined
PRJNA656268	-1	SAMN15782973						
PRJNA656268	-1	SAMN15782974						
PRJNA656268	-1	SAMN15782975						
PRJNA656268	-1	SAMN15782976						
PRJNA656268	-1	SAMN15782977						
PRJNA656268	-1	SAMN15782978						
PRJNA656268	-1	SAMN15782979						
PRJNA656268	-1	SAMN15782980						
PRJNA656268	-1	SAMN15782981						
PRJNA656268	-1	SAMN15782982						
PRJNA656268	-1	SAMN15782983						
PRJNA656268	-1	SAMN15782984						
PRJNA656268	-1	SAMN15782985						
PRJNA656268	-1	SAMN15782986						
PRJNA656268	-1	SAMN15782987						
PRJNA656268	-1	SAMN15782988						
PRJNA656268	-1	SAMN15782989						
PRJNA656268	-1	SAMN15782990						
PRJNA656268	-1	SAMN15782991						
PRJNA656268	-1	SAMN15782992						
PRJNA656268	-1	SAMN15782993						
PRJNA656268	-1	SAMN15782994						
PRJNA656268	-1	SAMN15782995						
PRJNA656268	-1	SAMN15782996						
PRJNA656268	-1	SAMN15782997						
PRJNA656268	-1	SAMN15782998						
PRJNA656268	-1	SAMN15782999						
PRJNA656268	-1	SAMN15783000						
PRJNA656268	-1	SAMN15783001						
PRJNA656268	-1	SAMN15783002						
PRJNA656268	-1	SAMN15783003						
PRJNA656268	-1	SAMN15783004						
PRJNA656268	-1	SAMN15783005						
PRJNA656268	-1	SAMN15783006						
PRJNA656268	-1	SAMN15783007						
PRJNA656268	-1	SAMN15783008						
PRJNA656268	-1	SAMN15783009						
PRJNA656268	-1	SAMN15783010						
PRJNA656268	-1	SAMN15783011						
PRJNA656268	-1	SAMN15783012						
PRJNA656268	-1	SAMN15783013						
PRJNA656268	-1	SAMN15783014						
PRJNA656268	-1	SAMN15783015						
PRJNA656268	-1	SAMN15783016						
PRJNA656268	-1	SAMN15783017						
PRJNA656268	-1	SAMN15783018						
PRJNA656268	-1	SAMN15783019						
PRJNA656268	-1	SAMN15783020						
PRJNA656268	-1	SAMN15783021						
PRJNA656268	-1	SAMN15783022						
PRJNA656268	-1	SAMN15783023						
PRJNA656268	-1	SAMN15783024						
PRJNA656268	-1	SAMN15783025						
PRJNA656268	-1	SAMN15783026						
PRJNA656268	-1	SAMN15783027						
PRJNA656268	-1	SAMN15783028						
PRJNA656268	-1	SAMN15783029						
PRJNA656268	-1	SAMN15783030						
PRJNA656268	-1	SAMN15783031						
PRJNA656268	-1	SAMN15783032						
PRJNA656268	-1	SAMN15783033						
PRJNA656268	-1	SAMN15783034						
PRJNA656268	-1	SAMN15783035						
PRJNA656268	-1	SAMN15783036						
PRJNA656268	-1	SAMN15783037						
PRJNA656268	-1	SAMN15783038						
PRJNA656268	-1	SAMN15783039						
PRJNA656268	-1	SAMN15783040						
PRJNA656268	-1	SAMN15783041						
PRJNA656268	-1	SAMN15783042						
PRJNA656268	-1	SAMN15783043						
PRJNA656268	-1	SAMN15783044						
PRJNA656268	-1	SAMN15783045						
PRJNA656268	-1	SAMN15783046						
PRJNA656268	-1	SAMN15783047						
PRJNA656268	-1	SAMN15783048						
PRJNA656268	-1	SAMN15783049						
PRJNA656268	-1	SAMN15783050						
PRJNA656268	-1	SAMN15783051						
PRJNA656268	-1	SAMN15783052						
PRJNA656268	-1	SAMN15783053						
PRJNA656268	-1	SAMN15783054						
PRJNA656268	-1	SAMN15783055						
PRJNA656268	-1	SAMN15783056						
PRJNA656268	-1	SAMN15783057						
PRJNA656268	-1	SAMN15783058						
PRJNA656268	-1	SAMN15783059						
PRJNA656268	-1	SAMN15783060						
PRJNA656268	-1	SAMN15783061						
PRJNA656268	-1	SAMN15783062						
PRJNA656268	-1	SAMN15783063						
PRJNA656268	-1	SAMN15783064						
PRJNA656268	-1	SAMN15783065						
PRJNA656268	-1	SAMN15783066						
PRJNA656268	-1	SAMN15783067						
PRJNA656268	-1	SAMN15783068						
PRJNA656268	-1	SAMN15783069						
PRJNA656268	-1	SAMN15783070						
PRJNA656268	-1	SAMN15783071						
PRJNA656268	-1	SAMN15783072						
PRJNA656268	-1	SAMN15783073						
PRJNA656268	-1	SAMN15783074						
PRJNA656268	-1	SAMN15783075						
PRJNA656268	-1	SAMN15783076						
PRJNA656268	-1	SAMN15783077						
PRJNA656268	-1	SAMN15783078						
PRJNA656268	-1	SAMN15783079						
PRJNA656268	-1	SAMN15783080						
PRJNA656268	-1	SAMN15783081						
PRJNA656268	-1	SAMN15783082						
PRJNA656268	-1	SAMN15783083						
PRJNA656268	-1	SAMN15783084						
PRJNA656268	-1	SAMN15783085						
PRJNA656268	-1	SAMN15783086						
PRJNA656268	-1	SAMN15783087						
PRJNA656268	-1	SAMN15783088						
PRJNA656268	-1	SAMN15783089						
PRJNA656268	-1	SAMN15783090						
PRJNA656268	-1	SAMN15783091						
PRJNA656268	-1	SAMN15783092						
PRJNA656268	-1	SAMN15783093						
PRJNA656268	-1	SAMN15783094						
PRJNA656268	-1	SAMN15783095						
PRJNA656268	-1	SAMN15783096						
PRJNA656268	-1	SAMN15783097						
PRJNA656268	-1	SAMN15783098						
PRJNA656268	-1	SAMN15783099						
PRJNA656268	-1	SAMN15783100						
PRJNA656268	-1	SAMN15783101						
PRJNA656268	-1	SAMN15783102						
PRJNA656268	-1	SAMN15783103						
PRJNA656268	-1	SAMN15783104						
PRJNA656268	-1	SAMN15783105						
PRJNA656268	-1	SAMN15783106						
PRJNA656268	-1	SAMN15783107						
PRJNA656268	-1	SAMN15783108						
PRJNA656268	-1	SAMN15783109						
PRJNA656268	-1	SAMN15783110						
PRJNA656268	-1	SAMN15783111						
PRJNA656268	-1	SAMN15783112						
PRJNA656268	-1	SAMN15783113						
PRJNA656268	-1	SAMN15783114						
PRJNA656268	-1	SAMN15783115						
PRJNA656268	-1	SAMN15783116						
PRJNA656268	-1	SAMN15783117						
PRJNA656268	-1	SAMN15783118						
PRJNA656268	-1	SAMN15783119						
PRJNA656268	-1	SAMN15783120						
PRJNA656268	-1	SAMN15783121						
PRJNA656268	-1	SAMN15783122						
PRJNA656268	-1	SAMN15783123						
PRJNA656268	-1	SAMN15783124						
PRJNA656268	-1	SAMN15783125						
PRJNA656268	-1	SAMN15783126						
PRJNA656268	-1	SAMN15783127						
PRJNA656268	-1	SAMN15783128						
PRJNA656268	-1	SAMN15783129						
PRJNA656268	-1	SAMN15783130						
PRJNA656268	-1	SAMN15783131						
PRJNA656268	-1	SAMN15783132						
PRJNA656268	-1	SAMN15783133						
PRJNA656268	-1	SAMN15783134						
PRJNA656268	-1	SAMN15783135						
PRJNA656268	-1	SAMN15783136						
PRJNA656268	-1	SAMN15783137						
PRJNA656268	-1	SAMN15783138						
PRJNA656268	-1	SAMN15783139						
PRJNA656268	-1	SAMN15783140						
PRJNA656268	-1	SAMN15783141						
PRJNA656268	-1	SAMN15783142						
PRJNA656268	-1	SAMN15783143						
PRJNA656268	-1	SAMN15783144						
PRJNA656268	-1	SAMN15783145						
PRJNA656268	-1	SAMN15783146						
PRJNA656268	-1	SAMN15783147						
PRJNA656268	-1	SAMN15783148						
PRJNA656268	-1	SAMN15783149						
PRJNA656268	-1	SAMN15783150						
PRJNA656268	-1	SAMN15783151						
PRJNA656268	-1	SAMN15783152						
PRJNA656268	-1	SAMN15783153						
PRJNA656268	-1	SAMN15783154						
PRJNA656268	-1	SAMN15783155						
PRJNA656268	-1	SAMN15783156						
PRJNA656268	-1	SAMN15783157						
PRJNA656268	-1	SAMN15783158						
PRJNA656268	-1	SAMN15783159						
PRJNA656268	-1	SAMN15783160						
PRJNA656268	-1	SAMN15783161						
PRJNA656268	-1	SAMN15783162						
PRJNA656268	-1	SAMN15783163						
PRJNA656268	-1	SAMN15783164						
PRJNA656268	-1	SAMN15783165						
PRJNA656268	-1	SAMN15783166						
PRJNA656268	-1	SAMN15783167						
PRJNA656268	-1	SAMN15783168						
PRJNA656268	-1	SAMN15783169						
PRJNA660264	-1	SAMN15946923						
PRJNA660264	-1	SAMN15946924						
PRJNA660264	-1	SAMN15946925						
PRJNA660264	-1	SAMN15946926						
PRJNA660264	-1	SAMN15946927						
PRJNA660264	-1	SAMN15946928						
PRJNA660264	-1	SAMN15946929						
PRJNA660264	-1	SAMN15946930						
PRJNA660264	-1	SAMN15946931						
PRJNA660264	-1	SAMN15946932						
PRJNA660264	-1	SAMN15946933						
PRJNA660264	-1	SAMN15946934						
PRJNA660264	-1	SAMN15946935						
PRJNA660264	-1	SAMN15946936						
PRJNA660264	-1	SAMN15946937						
PRJNA660264	-1	SAMN15946938						
PRJNA660264	-1	SAMN15946939						
PRJNA660264	-1	SAMN15946940						
PRJNA660264	-1	SAMN15946941						
PRJNA660264	-1	SAMN15946942						
PRJNA660264	-1	SAMN15946943						
PRJNA660264	-1	SAMN15946944						
PRJNA660264	-1	SAMN15946945						
PRJNA660264	-1	SAMN15946946						
PRJNA660264	-1	SAMN15946947						
PRJNA660264	-1	SAMN15946948						
PRJNA660264	-1	SAMN15946949						
PRJNA660264	-1	SAMN15946950						
PRJNA660264	-1	SAMN15946951						
PRJNA660264	-1	SAMN15946952						
PRJNA660264	-1	SAMN15946953						
PRJNA660264	-1	SAMN15946954						
PRJNA660264	-1	SAMN15946955						
PRJNA660264	-1	SAMN15946956						
PRJNA660264	-1	SAMN15946957						
PRJNA660264	-1	SAMN15946958						
PRJNA660264	-1	SAMN15946959						
PRJNA660264	-1	SAMN15946960						
PRJNA660264	-1	SAMN15946961						
PRJNA660264	-1	SAMN15946962						
PRJNA660264	-1	SAMN15946963						
PRJNA660264	-1	SAMN15946964						
PRJNA660264	-1	SAMN15946965						
PRJNA660264	-1	SAMN15946966						
PRJNA660264	-1	SAMN15946967						
PRJNA660264	-1	SAMN15946968						
PRJNA660264	-1	SAMN15946969						
PRJNA660264	-1	SAMN15946970						
PRJNA660264	-1	SAMN15946971						
PRJNA660264	-1	SAMN15946972						
PRJNA660264	-1	SAMN15946973						
PRJNA660264	-1	SAMN15946974						
PRJNA660264	-1	SAMN15946975						
PRJNA660264	-1	SAMN15946976						
PRJNA660264	-1	SAMN15946977						
PRJNA660264	-1	SAMN15946978						
PRJNA660264	-1	SAMN15946979						
PRJNA660264	-1	SAMN15946980						
PRJNA660264	-1	SAMN15946981						
PRJNA660264	-1	SAMN15946982						
PRJNA660264	-1	SAMN15946983						
PRJNA660264	-1	SAMN15946984						
PRJNA473136	16201084	SAMN16201084	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201085	SAMN16201085	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201086	SAMN16201086	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201087	SAMN16201087	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201088	SAMN16201088	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201089	SAMN16201089	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201090	SAMN16201090	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	16201091	SAMN16201091	freshwater pond	surface freshwater	freshwater	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]	fresh water [ENVO:00002011]
PRJNA473136	-1	SAMN16213830						
PRJNA473136	-1	SAMN16213831						
PRJNA473136	-1	SAMN16213832						
PRJNA473136	-1	SAMN16213833						
PRJNA473136	-1	SAMN16213834						
PRJNA473136	-1	SAMN16213835						
PRJNA473136	-1	SAMN16213836						
PRJNA473136	-1	SAMN16213837						
PRJNA473136	-1	SAMN16213838						
PRJNA473136	-1	SAMN16213839						
PRJNA473136	-1	SAMN16213840						
PRJNA473136	-1	SAMN16213841						
PRJNA473136	-1	SAMN16213842						
PRJNA473136	-1	SAMN16213843						
PRJNA308326	-1	SAMN16235225						
PRJNA308326	-1	SAMN16235226						
PRJNA308326	-1	SAMN16235227						
PRJNA308326	-1	SAMN16235228						
PRJNA308326	-1	SAMN16235229						
PRJNA308326	-1	SAMN16235230						
PRJNA308326	-1	SAMN16235231						
PRJNA308326	-1	SAMN16235232						
PRJNA308326	-1	SAMN16235233						
PRJNA308326	-1	SAMN16235234						
PRJNA308326	-1	SAMN16235235						
PRJNA308326	-1	SAMN16235236						
PRJNA308326	-1	SAMN16235237						
PRJNA308326	-1	SAMN16235238						
PRJNA674565	-1	SAMN16661139						
PRJNA674565	-1	SAMN16661140						
PRJNA674565	-1	SAMN16661141						
PRJNA674565	-1	SAMN16661142						
PRJNA674565	-1	SAMN16661143						
PRJNA674565	-1	SAMN16661144						
PRJNA674565	-1	SAMN16661145						
PRJNA674565	-1	SAMN16661146						
PRJNA674565	-1	SAMN16661147						
PRJNA674565	-1	SAMN16661148						
PRJNA674565	-1	SAMN16661149						
PRJNA674565	-1	SAMN16661150						
PRJNA674565	-1	SAMN16661151						
PRJNA674565	-1	SAMN16661152						
PRJNA674565	-1	SAMN16661153						
PRJNA674565	-1	SAMN16661154						
PRJNA674565	-1	SAMN16661155						
PRJNA674565	-1	SAMN16661156						
PRJNA674565	-1	SAMN16661157						
PRJNA674565	-1	SAMN16661158						
PRJNA674565	-1	SAMN16661159						
PRJNA674565	-1	SAMN16661160						
PRJNA674565	-1	SAMN16661161						
PRJNA674565	-1	SAMN16661162						
PRJNA674565	-1	SAMN16661163						
PRJNA674565	-1	SAMN16661164						
PRJNA674565	-1	SAMN16661165						
PRJNA674565	-1	SAMN16661166						
PRJNA674565	-1	SAMN16661167						
PRJNA674565	-1	SAMN16661168						
PRJNA674565	-1	SAMN16661169						
PRJNA674565	-1	SAMN16661170						
PRJNA674565	-1	SAMN16661171						
PRJNA674565	-1	SAMN16661172						
PRJNA674565	-1	SAMN16661173						
PRJNA674565	-1	SAMN16661174						
PRJNA674565	-1	SAMN16661175						
PRJNA674565	-1	SAMN16661176						
PRJNA674565	-1	SAMN16661177						
PRJNA674565	-1	SAMN16661178						
PRJNA674565	-1	SAMN16661179						
PRJNA674565	-1	SAMN16661180						
PRJNA674565	-1	SAMN16661181						
PRJNA674565	-1	SAMN16661182						
PRJNA674565	-1	SAMN16661183						
PRJNA674565	-1	SAMN16661184						
PRJNA674565	-1	SAMN16661185						
PRJNA674565	-1	SAMN16661186						
PRJNA674565	-1	SAMN16661187						
PRJNA674565	-1	SAMN16661188						
PRJNA674565	-1	SAMN16661189						
PRJNA674565	-1	SAMN16661190						
PRJNA674565	-1	SAMN16661191						
PRJNA674565	-1	SAMN16661192						
PRJNA674565	-1	SAMN16661193						
PRJNA674565	-1	SAMN16661194						
PRJNA674565	-1	SAMN16661195						
PRJNA674565	-1	SAMN16661196						
PRJNA674565	-1	SAMN16661197						
PRJNA674565	-1	SAMN16661198						
PRJNA674565	-1	SAMN16661199						
PRJNA674565	-1	SAMN16661200						
PRJNA674565	-1	SAMN16661201						
PRJNA674565	-1	SAMN16661202						
PRJNA674565	-1	SAMN16661203						
PRJNA674565	-1	SAMN16661204						
PRJNA674565	-1	SAMN16661205						
PRJNA674565	-1	SAMN16661206						
PRJNA674565	-1	SAMN16661207						
PRJNA674565	-1	SAMN16661208						
PRJNA674565	-1	SAMN16661209						
PRJNA674565	-1	SAMN16661210						
PRJNA674565	-1	SAMN16661211						
PRJNA674565	-1	SAMN16661212						
PRJNA674565	-1	SAMN16661213						
PRJNA674565	-1	SAMN16661214						
PRJNA674565	-1	SAMN16661215						
PRJNA674565	-1	SAMN16661216						
PRJNA674565	-1	SAMN16661217						
PRJNA674565	-1	SAMN16661218						
PRJNA674565	-1	SAMN16661219						
PRJNA674565	-1	SAMN16661220						
PRJNA674565	-1	SAMN16661221						
PRJNA674565	-1	SAMN16661222						
PRJNA674565	-1	SAMN16661223						
PRJNA674565	-1	SAMN16661224						
PRJNA674565	-1	SAMN16661225						
PRJNA674565	-1	SAMN16661226						
PRJNA674565	-1	SAMN16661227						
PRJNA674565	-1	SAMN16661228						
PRJNA674565	-1	SAMN16661229						
PRJNA674565	-1	SAMN16661230						
PRJNA674565	-1	SAMN16661231						
PRJNA674565	-1	SAMN16661232						
PRJNA674565	-1	SAMN16661233						
PRJNA674565	-1	SAMN16661234						
PRJNA674565	-1	SAMN16661235						
PRJNA674565	-1	SAMN16661236						
PRJNA674565	-1	SAMN16661237						
PRJNA674565	-1	SAMN16661238						
PRJNA674565	-1	SAMN16661239						
PRJNA674565	-1	SAMN16661240						
PRJNA674565	-1	SAMN16661241						
PRJNA674565	-1	SAMN16661242						
PRJNA674565	-1	SAMN16661243						
PRJNA674565	-1	SAMN16661244						
PRJNA674565	-1	SAMN16661245						
PRJNA674565	-1	SAMN16661246						
PRJNA674565	-1	SAMN16661247						
PRJNA674565	-1	SAMN16661248						
PRJNA674565	-1	SAMN16661249						
PRJNA674565	-1	SAMN16661250						
PRJNA674565	-1	SAMN16661251						
PRJNA674565	-1	SAMN16661252						
PRJNA674565	-1	SAMN16661253						
PRJNA674565	-1	SAMN16661254						
PRJNA674565	-1	SAMN16661255						
PRJNA674565	-1	SAMN16661256						
PRJNA674565	-1	SAMN16661257						
PRJNA674565	-1	SAMN16661258						
PRJNA674565	-1	SAMN16661259						
PRJNA674565	-1	SAMN16661260						
PRJNA674565	-1	SAMN16661261						
PRJNA674565	-1	SAMN16661262						
PRJNA674565	-1	SAMN16661263						
PRJNA674565	-1	SAMN16661264						
PRJNA674565	-1	SAMN16661265						
PRJNA674565	-1	SAMN16661266						
PRJNA674565	-1	SAMN16661267						
PRJNA674565	-1	SAMN16661268						
PRJNA674565	-1	SAMN16661269						
PRJNA674565	-1	SAMN16661270						
PRJNA674565	-1	SAMN16661271						
PRJNA674565	-1	SAMN16661272						
PRJNA674565	-1	SAMN16661273						
PRJNA674565	-1	SAMN16661274						
PRJNA674565	-1	SAMN16661275						
PRJNA674565	-1	SAMN16661276						
PRJNA674565	-1	SAMN16661277						
PRJNA674565	-1	SAMN16661278						
PRJNA674565	-1	SAMN16661279						
PRJNA674565	-1	SAMN16661280						
PRJNA674565	-1	SAMN16661281						
PRJNA674565	-1	SAMN16661282						
PRJNA674565	-1	SAMN16661283						
PRJNA674565	-1	SAMN16661284						
PRJNA674565	-1	SAMN16661285						
PRJNA674565	-1	SAMN16661286						
PRJNA674565	-1	SAMN16661287						
PRJNA674565	-1	SAMN16661288						
PRJNA674565	-1	SAMN16661289						
PRJNA674565	-1	SAMN16661290						
PRJNA674565	-1	SAMN16661291						
PRJNA674565	-1	SAMN16661292						
PRJNA674565	-1	SAMN16661293						
PRJNA674565	-1	SAMN16661294						
PRJNA674565	-1	SAMN16661295						
PRJNA674565	-1	SAMN16661296						
PRJNA674565	-1	SAMN16661297						
PRJNA674565	-1	SAMN16661298						
PRJNA674565	-1	SAMN16661299						
PRJNA674565	-1	SAMN16661300						
PRJNA674565	-1	SAMN16661301						
PRJNA674565	-1	SAMN16661302						
PRJNA674565	-1	SAMN16661303						
PRJNA674565	-1	SAMN16661304						
PRJNA674565	-1	SAMN16661305						
PRJNA674565	-1	SAMN16661306						
PRJNA674565	-1	SAMN16661307						
PRJNA674565	-1	SAMN16661308						
PRJNA674565	-1	SAMN16661309						
PRJNA674565	-1	SAMN16661310						
PRJNA674565	-1	SAMN16661311						
PRJNA674565	-1	SAMN16661312						
PRJNA674565	-1	SAMN16661313						
PRJNA674565	-1	SAMN16661314						
PRJNA674565	-1	SAMN16661315						
PRJNA674565	-1	SAMN16661316						
PRJNA674565	-1	SAMN16661317						
PRJNA674565	-1	SAMN16661318						
PRJNA674565	-1	SAMN16661319						
PRJNA674565	-1	SAMN16661320						
PRJNA674565	-1	SAMN16661321						
PRJNA674565	-1	SAMN16661322						
PRJNA674565	-1	SAMN16661323						
PRJNA674565	-1	SAMN16661324						
PRJNA674565	-1	SAMN16661325						
PRJNA674565	-1	SAMN16661326						
PRJNA674565	-1	SAMN16661327						
PRJNA674565	-1	SAMN16661328						
PRJNA674565	-1	SAMN16661329						
PRJNA674565	-1	SAMN16661330						
PRJNA674565	-1	SAMN16661331						
PRJNA674565	-1	SAMN16661332						
PRJNA674565	-1	SAMN16661333						
PRJNA674565	-1	SAMN16661334						
PRJNA674565	-1	SAMN16661335						
PRJNA674565	-1	SAMN16661336						
PRJNA674565	-1	SAMN16661337						
PRJNA674565	-1	SAMN16661338						
PRJNA674565	-1	SAMN16661339						
PRJNA674565	-1	SAMN16661340						
PRJNA674565	-1	SAMN16661341						
PRJNA674565	-1	SAMN16661342						
PRJNA674565	-1	SAMN16661343						
PRJNA674565	-1	SAMN16661344						
PRJNA674565	-1	SAMN16661345						
PRJNA674565	-1	SAMN16661346						
PRJNA674565	-1	SAMN16661347						
PRJNA674565	-1	SAMN16661348						
PRJNA674565	-1	SAMN16661349						
PRJNA674565	-1	SAMN16661350						
PRJNA674565	-1	SAMN16661351						
PRJNA674565	-1	SAMN16661352						
PRJNA674565	-1	SAMN16661353						
PRJNA674565	-1	SAMN16661354						
PRJNA674565	-1	SAMN16661355						
PRJNA674565	-1	SAMN16661356						
PRJNA674565	-1	SAMN16661357						
PRJNA674565	-1	SAMN16661358						
PRJNA674565	-1	SAMN16661359						
PRJNA674565	-1	SAMN16661360						
PRJNA674565	-1	SAMN16661361						
PRJNA674565	-1	SAMN16661362						
PRJNA674565	-1	SAMN16661363						
PRJNA674565	-1	SAMN16661364						
PRJNA674565	-1	SAMN16661365						
PRJNA674565	-1	SAMN16661366						
PRJNA674565	-1	SAMN16661367						
PRJNA674565	-1	SAMN16661368						
PRJNA674565	-1	SAMN16661369						
PRJNA674565	-1	SAMN16661370						
PRJNA674565	-1	SAMN16661371						
PRJNA674565	-1	SAMN16661372						
PRJNA674565	-1	SAMN16661373						
PRJNA674565	-1	SAMN16661374						
PRJNA674565	-1	SAMN16661375						
PRJNA674565	-1	SAMN16661376						
PRJNA674565	-1	SAMN16661377						
PRJNA674565	-1	SAMN16661378						
PRJNA674565	-1	SAMN16661379						
PRJNA674565	-1	SAMN16661380						
PRJNA674565	-1	SAMN16661381						
PRJNA674565	-1	SAMN16661382						
PRJNA674565	-1	SAMN16661383						
PRJNA674565	-1	SAMN16661384						
PRJNA674565	-1	SAMN16661385						
PRJNA674565	-1	SAMN16661386						
PRJNA674565	-1	SAMN16661387						
PRJNA674565	-1	SAMN16661388						
PRJNA674565	-1	SAMN16661389						
PRJNA674565	-1	SAMN16661390						
PRJNA674565	-1	SAMN16661391						
PRJNA674565	-1	SAMN16661392						
PRJNA674565	-1	SAMN16661393						
PRJNA674565	-1	SAMN16661394						
PRJNA674565	-1	SAMN16661395						
PRJNA674565	-1	SAMN16661396						
PRJNA674565	-1	SAMN16661397						
PRJNA674565	-1	SAMN16661398						
