class	slot	annotation_Preferred_unit	prefunit_count	exploded_prefunit	exploded_count	annotation_times_explosion_count
HydrocarbonResourcesCores	pour_point	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesCores	pressure	atmosphere	6	atmosphere	2	12
HydrocarbonResourcesCores	resins_pc	percent	10	percent	1	10
HydrocarbonResourcesCores	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17
HydrocarbonResourcesCores	salinity	practical salinity unit, percentage	17	percentage	2	34
HydrocarbonResourcesCores	samp_md	meter	72	meter	3	216
HydrocarbonResourcesCores	samp_store_temp	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesCores	samp_transport_cond	days;degree Celsius	2	days	4	8
HydrocarbonResourcesCores	samp_transport_cond	days;degree Celsius	2	degree Celsius	2	4
HydrocarbonResourcesCores	samp_tvdss	meter	72	meter	3	216
HydrocarbonResourcesCores	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
HydrocarbonResourcesCores	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
HydrocarbonResourcesCores	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
HydrocarbonResourcesCores	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
HydrocarbonResourcesCores	saturates_pc	percent	10	percent	1	10
HydrocarbonResourcesCores	sodium	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesCores	sodium	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesCores	sulfate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesCores	sulfate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesCores	sulfate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesCores	sulfate_fw	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesCores	sulfide	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesCores	sulfide	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesCores	sulfide	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesCores	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	gram	10	30
HydrocarbonResourcesCores	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	microgram	3	9
HydrocarbonResourcesCores	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	milligram per liter	15	45
HydrocarbonResourcesCores	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	mole per liter	7	21
HydrocarbonResourcesCores	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	gram per liter	4	12
HydrocarbonResourcesCores	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	part per million	1	3
HydrocarbonResourcesCores	tan	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesCores	temp	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesCores	toluene	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesCores	toluene	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesCores	tot_iron	milligram per liter, milligram per kilogram	2	milligram per liter	15	30
HydrocarbonResourcesCores	tot_iron	milligram per liter, milligram per kilogram	2	milligram per kilogram	1	2
HydrocarbonResourcesCores	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	microgram per liter	6	24
HydrocarbonResourcesCores	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	micromole per liter	8	32
HydrocarbonResourcesCores	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	milligram per liter	15	60
HydrocarbonResourcesCores	tot_phosp	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesCores	tot_phosp	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesCores	tot_phosp	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesCores	tot_sulfur	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesCores	tot_sulfur	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesCores	tvdss_of_hcr_press	meter	72	meter	3	216
HydrocarbonResourcesCores	tvdss_of_hcr_temp	meter	72	meter	3	216
HydrocarbonResourcesCores	vfa	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesCores	vfa	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesCores	vfa_fw	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesCores	viscosity	cP at degree Celsius	2	cP at degree Celsius	1	2
HydrocarbonResourcesCores	xylene	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesCores	xylene	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	alkalinity	milliequivalent per liter, milligram per liter	7	milliequivalent per liter	1	7
HydrocarbonResourcesFluidsSwabs	alkalinity	milliequivalent per liter, milligram per liter	7	milligram per liter	15	105
HydrocarbonResourcesFluidsSwabs	ammonium	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesFluidsSwabs	ammonium	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesFluidsSwabs	ammonium	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesFluidsSwabs	api	degrees API	2	degrees API	1	2
HydrocarbonResourcesFluidsSwabs	aromatics_pc	percent	10	percent	1	10
HydrocarbonResourcesFluidsSwabs	asphaltenes_pc	percent	10	percent	1	10
HydrocarbonResourcesFluidsSwabs	benzene	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	benzene	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	biocide_admin_method	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	calcium	milligram per liter, micromole per liter, parts per million	6	milligram per liter	15	90
HydrocarbonResourcesFluidsSwabs	calcium	milligram per liter, micromole per liter, parts per million	6	micromole per liter	8	48
HydrocarbonResourcesFluidsSwabs	calcium	milligram per liter, micromole per liter, parts per million	6	parts per million	11	66
HydrocarbonResourcesFluidsSwabs	chem_treat_method	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	chloride	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	chloride	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic meter	3	15
HydrocarbonResourcesFluidsSwabs	density	gram per cubic meter, gram per cubic centimeter	5	gram per cubic centimeter	1	5
HydrocarbonResourcesFluidsSwabs	diss_carb_dioxide	micromole per liter, milligram per liter	11	micromole per liter	8	88
HydrocarbonResourcesFluidsSwabs	diss_carb_dioxide	micromole per liter, milligram per liter	11	milligram per liter	15	165
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	microgram per liter	6	36
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	milligram per liter	15	90
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	parts per million	11	66
HydrocarbonResourcesFluidsSwabs	diss_iron	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	diss_org_carb	micromole per liter, milligram per liter	11	micromole per liter	8	88
HydrocarbonResourcesFluidsSwabs	diss_org_carb	micromole per liter, milligram per liter	11	milligram per liter	15	165
HydrocarbonResourcesFluidsSwabs	diss_oxygen_fluid	micromole per kilogram, milligram per liter	6	micromole per kilogram	2	12
HydrocarbonResourcesFluidsSwabs	diss_oxygen_fluid	micromole per kilogram, milligram per liter	6	milligram per liter	15	90
HydrocarbonResourcesFluidsSwabs	ethylbenzene	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	ethylbenzene	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	hcr_fw_salinity	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	hcr_pressure	atmosphere, kilopascal	2	atmosphere	2	4
HydrocarbonResourcesFluidsSwabs	hcr_pressure	atmosphere, kilopascal	2	kilopascal	1	2
HydrocarbonResourcesFluidsSwabs	hcr_temp	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesFluidsSwabs	iwf	percent	10	percent	1	10
HydrocarbonResourcesFluidsSwabs	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	mole per liter	7	35
HydrocarbonResourcesFluidsSwabs	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	milligram per liter	15	75
HydrocarbonResourcesFluidsSwabs	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	parts per million	11	55
HydrocarbonResourcesFluidsSwabs	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	micromole per kilogram	2	10
HydrocarbonResourcesFluidsSwabs	nitrate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesFluidsSwabs	nitrate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesFluidsSwabs	nitrate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesFluidsSwabs	nitrite	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesFluidsSwabs	nitrite	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesFluidsSwabs	nitrite	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesFluidsSwabs	org_count_qpcr_info	number of cells per gram (or ml or cm^2)	2	number of cells per gram	1	2
HydrocarbonResourcesFluidsSwabs	org_count_qpcr_info	number of cells per gram (or ml or cm^2)	2	number of cells per ml	1	2
HydrocarbonResourcesFluidsSwabs	org_count_qpcr_info	number of cells per gram (or ml or cm^2)	2	number of cells per cm^2	1	2
HydrocarbonResourcesFluidsSwabs	potassium	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	potassium	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	pour_point	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesFluidsSwabs	pressure	atmosphere	6	atmosphere	2	12
HydrocarbonResourcesFluidsSwabs	prod_rate	cubic meter per day	2	cubic meter per day	1	2
HydrocarbonResourcesFluidsSwabs	resins_pc	percent	10	percent	1	10
HydrocarbonResourcesFluidsSwabs	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17
HydrocarbonResourcesFluidsSwabs	salinity	practical salinity unit, percentage	17	percentage	2	34
HydrocarbonResourcesFluidsSwabs	samp_loc_corr_rate	millimeter per year	1	millimeter per year	1	1
HydrocarbonResourcesFluidsSwabs	samp_preserv	milliliter	1	milliliter	4	4
HydrocarbonResourcesFluidsSwabs	samp_store_temp	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesFluidsSwabs	samp_transport_cond	days;degree Celsius	2	days	4	8
HydrocarbonResourcesFluidsSwabs	samp_transport_cond	days;degree Celsius	2	degree Celsius	2	4
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
HydrocarbonResourcesFluidsSwabs	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
HydrocarbonResourcesFluidsSwabs	saturates_pc	percent	10	percent	1	10
HydrocarbonResourcesFluidsSwabs	sodium	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	sodium	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	sulfate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesFluidsSwabs	sulfate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesFluidsSwabs	sulfate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesFluidsSwabs	sulfate_fw	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	sulfide	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesFluidsSwabs	sulfide	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesFluidsSwabs	sulfide	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesFluidsSwabs	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	gram	10	30
HydrocarbonResourcesFluidsSwabs	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	microgram	3	9
HydrocarbonResourcesFluidsSwabs	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	milligram per liter	15	45
HydrocarbonResourcesFluidsSwabs	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	mole per liter	7	21
HydrocarbonResourcesFluidsSwabs	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	gram per liter	4	12
HydrocarbonResourcesFluidsSwabs	suspend_solids	gram, microgram, milligram per liter, mole per liter, gram per liter, part per million	3	part per million	1	3
HydrocarbonResourcesFluidsSwabs	tan	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	temp	degree Celsius	88	degree Celsius	2	176
HydrocarbonResourcesFluidsSwabs	toluene	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	toluene	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	tot_iron	milligram per liter, milligram per kilogram	2	milligram per liter	15	30
HydrocarbonResourcesFluidsSwabs	tot_iron	milligram per liter, milligram per kilogram	2	milligram per kilogram	1	2
HydrocarbonResourcesFluidsSwabs	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	microgram per liter	6	24
HydrocarbonResourcesFluidsSwabs	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	micromole per liter	8	32
HydrocarbonResourcesFluidsSwabs	tot_nitro	microgram per liter, micromole per liter, milligram per liter	4	milligram per liter	15	60
HydrocarbonResourcesFluidsSwabs	tot_phosp	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
HydrocarbonResourcesFluidsSwabs	tot_phosp	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
HydrocarbonResourcesFluidsSwabs	tot_phosp	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
HydrocarbonResourcesFluidsSwabs	tot_sulfur	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	tot_sulfur	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_press	meter	72	meter	3	216
HydrocarbonResourcesFluidsSwabs	tvdss_of_hcr_temp	meter	72	meter	3	216
HydrocarbonResourcesFluidsSwabs	vfa	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	vfa	milligram per liter, parts per million	32	parts per million	11	352
HydrocarbonResourcesFluidsSwabs	vfa_fw	milligram per liter	26	milligram per liter	15	390
HydrocarbonResourcesFluidsSwabs	viscosity	cP at degree Celsius	2	cP at degree Celsius	1	2
HydrocarbonResourcesFluidsSwabs	water_cut	percent	10	percent	1	10
HydrocarbonResourcesFluidsSwabs	water_prod_rate	cubic meter per day	2	cubic meter per day	1	2
HydrocarbonResourcesFluidsSwabs	xylene	milligram per liter, parts per million	32	milligram per liter	15	480
HydrocarbonResourcesFluidsSwabs	xylene	milligram per liter, parts per million	32	parts per million	11	352
MicrobialMatBiofilm	alkalinity	milliequivalent per liter, milligram per liter	7	milliequivalent per liter	1	7
MicrobialMatBiofilm	alkalinity	milliequivalent per liter, milligram per liter	7	milligram per liter	15	105
MicrobialMatBiofilm	aminopept_act	mole per liter per hour	3	mole per liter per hour	1	3
MicrobialMatBiofilm	ammonium	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
MicrobialMatBiofilm	ammonium	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
MicrobialMatBiofilm	ammonium	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
MicrobialMatBiofilm	biomass	ton, kilogram, gram	4	ton	2	8
MicrobialMatBiofilm	biomass	ton, kilogram, gram	4	kilogram	4	16
MicrobialMatBiofilm	biomass	ton, kilogram, gram	4	gram	10	40
MicrobialMatBiofilm	bishomohopanol	microgram per liter, microgram per gram	3	microgram per liter	6	18
MicrobialMatBiofilm	bishomohopanol	microgram per liter, microgram per gram	3	microgram per gram	2	6
MicrobialMatBiofilm	bromide	parts per million	6	parts per million	11	66
MicrobialMatBiofilm	calcium	milligram per liter, micromole per liter, parts per million	6	milligram per liter	15	90
MicrobialMatBiofilm	calcium	milligram per liter, micromole per liter, parts per million	6	micromole per liter	8	48
MicrobialMatBiofilm	calcium	milligram per liter, micromole per liter, parts per million	6	parts per million	11	66
MicrobialMatBiofilm	chloride	milligram per liter, parts per million	32	milligram per liter	15	480
MicrobialMatBiofilm	chloride	milligram per liter, parts per million	32	parts per million	11	352
MicrobialMatBiofilm	chlorophyll	milligram per cubic meter, microgram per liter	4	milligram per cubic meter	2	8
MicrobialMatBiofilm	chlorophyll	milligram per cubic meter, microgram per liter	4	microgram per liter	6	24
MicrobialMatBiofilm	depth	meter	72	meter	3	216
MicrobialMatBiofilm	diether_lipids	nanogram per liter	4	nanogram per liter	2	8
MicrobialMatBiofilm	diss_carb_dioxide	micromole per liter, milligram per liter	11	micromole per liter	8	88
MicrobialMatBiofilm	diss_carb_dioxide	micromole per liter, milligram per liter	11	milligram per liter	15	165
MicrobialMatBiofilm	diss_hydrogen	micromole per liter	24	micromole per liter	8	192
MicrobialMatBiofilm	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	microgram per liter	6	36
MicrobialMatBiofilm	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	milligram per liter	15	90
MicrobialMatBiofilm	diss_inorg_carb	microgram per liter, milligram per liter, parts per million	6	parts per million	11	66
MicrobialMatBiofilm	diss_org_carb	micromole per liter, milligram per liter	11	micromole per liter	8	88
MicrobialMatBiofilm	diss_org_carb	micromole per liter, milligram per liter	11	milligram per liter	15	165
MicrobialMatBiofilm	diss_oxygen	micromole per kilogram, milligram per liter	6	micromole per kilogram	2	12
MicrobialMatBiofilm	diss_oxygen	micromole per kilogram, milligram per liter	6	milligram per liter	15	90
MicrobialMatBiofilm	elev	meter	72	meter	3	216
MicrobialMatBiofilm	glucosidase_act	mol per liter per hour	3	mol per liter per hour	1	3
MicrobialMatBiofilm	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	mole per liter	7	35
MicrobialMatBiofilm	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	milligram per liter	15	75
MicrobialMatBiofilm	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	parts per million	11	55
MicrobialMatBiofilm	magnesium	mole per liter, milligram per liter, parts per million, micromole per kilogram	5	micromole per kilogram	2	10
MicrobialMatBiofilm	mean_frict_vel	meter per second	6	meter per second	1	6
MicrobialMatBiofilm	mean_peak_frict_vel	meter per second	6	meter per second	1	6
MicrobialMatBiofilm	methane	micromole per liter, parts per billion, parts per million	3	micromole per liter	8	24
MicrobialMatBiofilm	methane	micromole per liter, parts per billion, parts per million	3	parts per billion	1	3
MicrobialMatBiofilm	methane	micromole per liter, parts per billion, parts per million	3	parts per million	11	33
MicrobialMatBiofilm	nitrate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
MicrobialMatBiofilm	nitrate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
MicrobialMatBiofilm	nitrate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
MicrobialMatBiofilm	nitrite	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
MicrobialMatBiofilm	nitrite	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
MicrobialMatBiofilm	nitrite	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
MicrobialMatBiofilm	nitro	micromole per liter	24	micromole per liter	8	192
MicrobialMatBiofilm	org_matter	microgram per liter	7	microgram per liter	6	42
MicrobialMatBiofilm	petroleum_hydrocarb	micromole per liter	24	micromole per liter	8	192
MicrobialMatBiofilm	phaeopigments	milligram per cubic meter	3	milligram per cubic meter	2	6
MicrobialMatBiofilm	phosphate	micromole per liter	24	micromole per liter	8	192
MicrobialMatBiofilm	potassium	milligram per liter, parts per million	32	milligram per liter	15	480
MicrobialMatBiofilm	potassium	milligram per liter, parts per million	32	parts per million	11	352
MicrobialMatBiofilm	pressure	atmosphere	6	atmosphere	2	12
MicrobialMatBiofilm	redox_potential	millivolt	3	millivolt	1	3
MicrobialMatBiofilm	salinity	practical salinity unit, percentage	17	practical salinity unit	1	17
MicrobialMatBiofilm	salinity	practical salinity unit, percentage	17	percentage	2	34
MicrobialMatBiofilm	samp_store_temp	degree Celsius	88	degree Celsius	2	176
MicrobialMatBiofilm	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MicrobialMatBiofilm	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MicrobialMatBiofilm	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MicrobialMatBiofilm	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MicrobialMatBiofilm	silicate	micromole per liter	24	micromole per liter	8	192
MicrobialMatBiofilm	sodium	milligram per liter, parts per million	32	milligram per liter	15	480
MicrobialMatBiofilm	sodium	milligram per liter, parts per million	32	parts per million	11	352
MicrobialMatBiofilm	sulfate	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
MicrobialMatBiofilm	sulfate	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
MicrobialMatBiofilm	sulfate	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
MicrobialMatBiofilm	sulfide	micromole per liter, milligram per liter, parts per million	35	micromole per liter	8	280
MicrobialMatBiofilm	sulfide	micromole per liter, milligram per liter, parts per million	35	milligram per liter	15	525
MicrobialMatBiofilm	sulfide	micromole per liter, milligram per liter, parts per million	35	parts per million	11	385
MicrobialMatBiofilm	temp	degree Celsius	88	degree Celsius	2	176
MicrobialMatBiofilm	tot_org_carb	gram Carbon per kilogram sample material	5	gram Carbon per kilogram sample material	1	5
MicrobialMatBiofilm	water_content	gram per gram or cubic centimeter per cubic centimeter	3	gram per gram	2	6
MicrobialMatBiofilm	water_content	gram per gram or cubic centimeter per cubic centimeter	3	cubic centimeter per cubic centimeter	1	3
MigsBa	alt	meter	72	meter	3	216
MigsBa	depth	meter	72	meter	3	216
MigsBa	elev	meter	72	meter	3	216
MigsBa	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MigsBa	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MigsBa	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MigsBa	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MigsBa	temp	degree Celsius	88	degree Celsius	2	176
MigsEu	alt	meter	72	meter	3	216
MigsEu	depth	meter	72	meter	3	216
MigsEu	elev	meter	72	meter	3	216
MigsEu	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MigsEu	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MigsEu	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MigsEu	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MigsEu	temp	degree Celsius	88	degree Celsius	2	176
MigsOrg	alt	meter	72	meter	3	216
MigsOrg	depth	meter	72	meter	3	216
MigsOrg	elev	meter	72	meter	3	216
MigsOrg	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MigsOrg	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MigsOrg	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MigsOrg	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MigsOrg	temp	degree Celsius	88	degree Celsius	2	176
MigsPl	alt	meter	72	meter	3	216
MigsPl	depth	meter	72	meter	3	216
MigsPl	elev	meter	72	meter	3	216
MigsPl	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MigsPl	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MigsPl	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MigsPl	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MigsPl	temp	degree Celsius	88	degree Celsius	2	176
MigsVi	alt	meter	72	meter	3	216
MigsVi	depth	meter	72	meter	3	216
MigsVi	elev	meter	72	meter	3	216
MigsVi	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MigsVi	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MigsVi	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MigsVi	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MigsVi	temp	degree Celsius	88	degree Celsius	2	176
Mimag	alt	meter	72	meter	3	216
Mimag	depth	meter	72	meter	3	216
Mimag	elev	meter	72	meter	3	216
Mimag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
Mimag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
Mimag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
Mimag	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
Mimag	temp	degree Celsius	88	degree Celsius	2	176
MimarksC	alt	meter	72	meter	3	216
MimarksC	depth	meter	72	meter	3	216
MimarksC	elev	meter	72	meter	3	216
MimarksC	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MimarksC	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MimarksC	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
MimarksC	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	square centimeter	1	33
MimarksC	temp	degree Celsius	88	degree Celsius	2	176
MimarksS	alt	meter	72	meter	3	216
MimarksS	depth	meter	72	meter	3	216
MimarksS	elev	meter	72	meter	3	216
MimarksS	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milliliter	4	132
MimarksS	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	gram	10	330
MimarksS	samp_vol_we_dna_ext	milliliter, gram, milligram, square centimeter	33	milligram	3	99
