accession	biosampleGoldId	ncbiBioProjectAccession	sraExperimentIds	modDate	addDate	ecosystemPathId	ecosystem	ecosystemCategory	ecosystemType	ecosystemSubtype	specificEcosystem	envoBroadScale_id	envoBroadScale_label	envoBroadScale_label_lu	envoBroadScale_label_exact_match	envoBroadScale_biome	envoLocalScale_id	envoLocalScale_label	envoLocalScale_label_lu	envoLocalScale_label_exact_match	envoLocalScale_abp_subset	envoMedium_id	envoMedium_label	envoMedium_label_lu	envoMedium_label_exact_match	envoMedium_env_mat	envoMedium_soil	envoMedium_liq_water	envoMedium_sediment	envoMedium_fecal_material	envoMedium_animal_manure	envoMedium_bodily_fluid_material	envoMedium_sludge	envoMedium_petroleum	envoMedium_accounted_for	env_broad_scale	env_broad_scale_matched_curie	env_broad_scale_matched_label	env_broad_scale_replacement_curie	env_broad_scale_replacement_label	env_broad_scale_via_obsolescence	is_biome	env_broad_scale_curation_curie	env_broad_scale_curation_label	env_local_scale	env_local_scale_matched_curie	env_local_scale_matched_label	env_local_scale_replacement_curie	env_local_scale_replacement_label	env_local_scale_via_obsolescence	is_selected_abp	env_local_scale_curation_curie	env_local_scale_curation_label	env_medium	env_medium_matched_curie	env_medium_matched_label	env_medium_replacement_curie	env_medium_replacement_label	env_medium_via_obsolescence	is_env_mat	env_medium_curation_curie	env_medium_curation_label
SAMEA7724298	Gb0239919	PRJEB42019	ERX4804770|ERX4806448|ERX4811344|ERX4812623|ERX4813360|ERX4814147	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724299	Gb0239920	PRJEB42019	ERX4804771|ERX4806449|ERX4811345|ERX4812624|ERX4813361|ERX4814148	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724300	Gb0239921	PRJEB42019	ERX4804772|ERX4811346|ERX4812625|ERX4813362|ERX4814149	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724301	Gb0239922	PRJEB42019	ERX4804773|ERX4813363|ERX4814150	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724302	Gb0239923	PRJEB42019	ERX4804774|ERX4806450|ERX4811347|ERX4812626|ERX4813364|ERX4814151	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724303	Gb0239924	PRJEB42019	ERX4804775|ERX4806451|ERX4811348|ERX4812627|ERX4813365|ERX4814152	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724304	Gb0239925	PRJEB42019	ERX4804776|ERX4811349|ERX4812628|ERX4813366|ERX4814153	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724305	Gb0239926	PRJEB42019	ERX4804777|ERX4806452|ERX4811350|ERX4812629|ERX4813367|ERX4814154	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724306	Gb0239927	PRJEB42019	ERX4804778|ERX4811351|ERX4812630|ERX4813368|ERX4814155	2024-04-17	2019-09-03	4212	Environmental	Terrestrial	Soil	Unclassified	Unclassified	ENVO:01000219	anthropogenic terrestrial biome	anthropogenic terrestrial biome	True	True	ENVO:00002204	anthropogenic contamination feature	anthropogenic contamination feature	True	True	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	anthropogenic terrestrial biome	ENVO:01000219	anthropogenic terrestrial biome				True			anthropogenic contamination feature	ENVO:00002204	anthropogenic contamination feature				True			soil	ENVO:00001998	soil				True		
SAMEA7724307	Gb0240021	PRJEB42019	ERX4804779|ERX4806453|ERX4811410|ERX4812689|ERX4813431|ERX4814218	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724308	Gb0240022	PRJEB42019	ERX4804780|ERX4806454|ERX4811411|ERX4812690|ERX4813432|ERX4814219	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724309	Gb0240023	PRJEB42019	ERX4804781|ERX4806455|ERX4811412|ERX4812691|ERX4813433|ERX4814220	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724310	Gb0240024	PRJEB42019	ERX4804782|ERX4806456|ERX4811413|ERX4812692|ERX4813434|ERX4814221	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724311	Gb0240025	PRJEB42019	ERX4804783|ERX4813435|ERX4814222	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724312	Gb0240026	PRJEB42019	ERX4804784|ERX4811414|ERX4812693|ERX4813436|ERX4814223	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724313	Gb0240027	PRJEB42019	ERX4804785|ERX4806457|ERX4811415|ERX4812694|ERX4813437|ERX4814224	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724314	Gb0240028	PRJEB42019	ERX4804786|ERX4806458|ERX4811416|ERX4812695|ERX4813438|ERX4814225	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724315	Gb0240029	PRJEB42019	ERX4804787|ERX4806459|ERX4811417|ERX4812696|ERX4813439|ERX4814226	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724316	Gb0240030	PRJEB42019	ERX4804788|ERX4806460|ERX4811418|ERX4812697|ERX4813440|ERX4814227	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724317	Gb0240031	PRJEB42019	ERX4804789|ERX4811419|ERX4812698|ERX4813441|ERX4814228	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724318	Gb0240032	PRJEB42019	ERX4804790|ERX4811420|ERX4812699|ERX4813442|ERX4814229	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724319	Gb0240033	PRJEB42019	ERX4804791|ERX4811421|ERX4812700|ERX4813443|ERX4814230	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724320	Gb0240034	PRJEB42019	ERX4804792|ERX4806461|ERX4811422|ERX4812701|ERX4813444|ERX4814231	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724321	Gb0240035	PRJEB42019	ERX4804793|ERX4811423|ERX4812702|ERX4813445|ERX4814232	2024-04-17	2019-09-03	6026	Environmental	Terrestrial	Soil	Boreal forest/Taiga	Bulk soil	ENVO:01000250	subpolar coniferous forest biome	subpolar coniferous forest biome	True	True	ENVO:01000174	forest biome	forest biome	True	False	ENVO:00001998	soil	soil	True	True	True	False	False	False	False	False	False	False	True	subpolar coniferous forest biome	ENVO:01000250	subpolar coniferous forest biome				True			forest						False	ENVO:01001243	forest	soil	ENVO:00001998	soil				True		
SAMEA7724322	Gb0315658	PRJEB42019	ERX4804794|ERX4813446|ERX4814233	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
SAMEA7724323	Gb0315659	PRJEB42019	ERX4804795|ERX4806462|ERX4813447|ERX4814234	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
SAMEA7724324	Gb0315660	PRJEB42019	ERX4804796|ERX4806463|ERX4813448|ERX4814235	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
SAMEA7724325	Gb0315661	PRJEB42019	ERX4804797|ERX4806464|ERX4811424|ERX4812703|ERX4813449|ERX4814236	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
SAMEA7724326	Gb0315662	PRJEB42019	ERX4804798|ERX4813450|ERX4814237	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
SAMEA7724327	Gb0315663	PRJEB42019	ERX4804799|ERX4813451|ERX4814238	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
SAMEA7724328	Gb0315664	PRJEB42019	ERX4804800|ERX4806465|ERX4813452|ERX4814239	2022-04-08	2022-04-01	5109	Environmental	Aquatic	Freshwater	River	Sediment	ENVO:00000873	freshwater biome	freshwater biome	True	True	ENVO:01000687	coast	coast	True	True	ENVO:00002007	sediment	sediment	True	True	False	False	True	False	False	False	False	False	True	freshwater biome	ENVO:00000873	freshwater biome				True			coast	ENVO:01000687	coast				True			sediment	ENVO:00002007	sediment				True		
