Key	basename	extension	LastModified	Size	obo_foundry_title	use	status
ado.db	ado	db	2022-10-17T16:07:06.000Z	17653760	Alzheimer's Disease Ontology		
ado.db.gz	ado	db.gz	2025-02-05T06:24:16.000Z	4266828	Alzheimer's Disease Ontology		
aeo-relation-graph.tsv.gz	aeo	relation-graph.tsv.gz	2022-06-15T13:38:01.000Z	7761	Anatomical Entity Ontology		
aeo.db	aeo	db	2022-10-17T16:07:06.000Z	1159168	Anatomical Entity Ontology		
aeo.owl	aeo	owl	2022-06-15T13:38:01.000Z	407236	Anatomical Entity Ontology		
agro-relation-graph.tsv.gz	agro	relation-graph.tsv.gz	2022-06-20T01:47:05.000Z	988343	Agronomy Ontology		
agro.db	agro	db	2022-10-17T16:07:06.000Z	43225088	Agronomy Ontology		
agro.db.gz	agro	db.gz	2025-02-05T06:24:16.000Z	11851963	Agronomy Ontology	1	
agro.owl	agro	owl	2022-06-20T01:47:05.000Z	6978509	Agronomy Ontology		
aio.db	aio	db	2022-10-17T16:07:06.000Z	532480			
aio.db.gz	aio	db.gz	2025-02-05T06:24:16.000Z	384897		1	
aism-relation-graph.tsv.gz	aism	relation-graph.tsv.gz	2022-06-20T01:47:05.000Z	6168091	Ontology for the Anatomy of the Insect SkeletoMuscular system (AISM)		
aism.db.gz	aism	db.gz	2025-02-05T06:24:16.000Z	48241287	Ontology for the Anatomy of the Insect SkeletoMuscular system (AISM)		
aism.owl	aism	owl	2022-06-20T01:47:05.000Z	23598556	Ontology for the Anatomy of the Insect SkeletoMuscular system (AISM)		
allotrope.db	allotrope	db	2022-10-17T16:07:06.000Z	49381376			
amphx-relation-graph.tsv.gz	amphx	relation-graph.tsv.gz	2022-06-20T01:47:05.000Z	11918	The Amphioxus Development and Anatomy Ontology		
amphx.db	amphx	db	2022-10-17T16:07:15.000Z	1798144	The Amphioxus Development and Anatomy Ontology		
amphx.db.gz	amphx	db.gz	2025-02-05T06:24:16.000Z	295618	The Amphioxus Development and Anatomy Ontology		
amphx.owl	amphx	owl	2022-06-20T01:47:11.000Z	589457	The Amphioxus Development and Anatomy Ontology		
apo-relation-graph.tsv.gz	apo	relation-graph.tsv.gz	2022-06-20T01:47:12.000Z	6665	Ascomycete phenotype ontology		
apo.db	apo	db	2022-10-17T16:07:17.000Z	1576960	Ascomycete phenotype ontology		
apo.db.gz	apo	db.gz	2025-02-05T06:24:16.000Z	305306	Ascomycete phenotype ontology		
apo.owl	apo	owl	2022-06-20T01:47:15.000Z	716033	Ascomycete phenotype ontology		
apollo_sv-relation-graph.tsv.gz	apollo_sv	relation-graph.tsv.gz	2022-06-20T01:47:16.000Z	235542	Apollo Structured Vocabulary		
apollo_sv.db	apollo_sv	db	2022-10-17T16:07:18.000Z	14520320	Apollo Structured Vocabulary		
apollo_sv.db.gz	apollo_sv	db.gz	2025-02-05T06:24:16.000Z	3588893	Apollo Structured Vocabulary	1	
apollo_sv.owl	apollo_sv	owl	2022-06-20T01:47:16.000Z	2521317	Apollo Structured Vocabulary		
aro-relation-graph.tsv.gz	aro	relation-graph.tsv.gz	2022-06-20T01:47:16.000Z	437321	Antibiotic Resistance Ontology		
aro.db	aro	db	2022-10-17T16:07:18.000Z	41005056	Antibiotic Resistance Ontology		
aro.db.gz	aro	db.gz	2025-02-05T06:24:16.000Z	8533973	Antibiotic Resistance Ontology	1	
aro.owl	aro	owl	2022-06-20T01:47:17.000Z	11798509	Antibiotic Resistance Ontology		
bad-ontology.db	bad	ontology.db	2022-10-17T16:07:18.000Z	532480			
bad-ontology.db.old	bad	ontology.db.old	2022-04-21T01:10:06.000Z	532480			
bao.db.gz	bao	db.gz	2025-02-05T06:24:16.000Z	6039743		1	
bcio.db.gz	bcio	db.gz	2025-02-05T06:24:16.000Z	1318132			
bco-relation-graph.tsv.gz	bco	relation-graph.tsv.gz	2022-06-20T01:47:17.000Z	11482	Biological Collections Ontology		No Output
bco.db	bco	db	2022-10-17T16:07:19.000Z	2641920	Biological Collections Ontology		No Output
bco.db.gz	bco	db.gz	2025-02-05T06:24:18.000Z	554772	Biological Collections Ontology	1	No Output
bco.owl	bco	owl	2022-06-20T01:47:19.000Z	899384	Biological Collections Ontology		No Output
bero-relation-graph.tsv.gz	bero	relation-graph.tsv.gz	2022-05-31T03:00:06.000Z	187302382			
bero.db.gz	bero	db.gz	2025-02-05T06:24:19.000Z	1601603888			
bero.owl	bero	owl	2022-05-31T03:00:12.000Z	1080249848			
bfo-relation-graph.tsv.gz	bfo	relation-graph.tsv.gz	2022-06-20T01:47:19.000Z	560	Basic Formal Ontology		
bfo.db	bfo	db	2022-10-17T16:07:20.000Z	561152	Basic Formal Ontology		
bfo.db.gz	bfo	db.gz	2025-02-05T06:24:22.000Z	111344	Basic Formal Ontology		
bfo.owl	bfo	owl	2022-06-20T01:47:19.000Z	157931	Basic Formal Ontology		
bfo2020_core.db.gz	bfo2020_core	db.gz	2025-02-01T21:44:34.000Z	79866			
bfo2020_notime.db.gz	bfo2020_notime	db.gz	2025-02-01T21:44:36.000Z	66738			
bfo2020_time.db.gz	bfo2020_time	db.gz	2025-02-01T21:44:36.000Z	94857			
bfo2020.db.gz	bfo2020	db.gz	2025-02-01T21:44:34.000Z	94876			
biolink.db	biolink	db	2022-10-17T16:07:21.000Z	4399104			
biolink.db.gz	biolink	db.gz	2025-02-05T06:24:23.000Z	873668		1	
biopax.db	biopax	db	2022-09-05T01:22:28.000Z	700416			Failed
biopax.db.gz	biopax	db.gz	2025-02-05T06:24:24.000Z	646		1	Failed
biopragmatics-reactome.db.gz	biopragmatics	reactome.db.gz	2025-02-01T21:44:37.000Z	46			
biovoices.db.gz	biovoices	db.gz	2025-02-05T06:24:25.000Z	435152		1	
bspo-relation-graph.tsv.gz	bspo	relation-graph.tsv.gz	2022-06-20T01:47:19.000Z	11416	Biological Spatial Ontology		
bspo.db	bspo	db	2022-10-17T16:07:22.000Z	1478656	Biological Spatial Ontology		
bspo.db.gz	bspo	db.gz	2025-02-05T06:24:25.000Z	369318	Biological Spatial Ontology	1	
bspo.owl	bspo	owl	2022-06-20T01:47:20.000Z	635854	Biological Spatial Ontology		
bto-relation-graph.tsv.gz	bto	relation-graph.tsv.gz	2022-06-20T01:47:20.000Z	181633	BRENDA tissue / enzyme source		
bto.db.gz	bto	db.gz	2025-02-05T06:24:25.000Z	5230421	BRENDA tissue / enzyme source	1	
bto.owl	bto	owl	2022-06-20T01:47:21.000Z	10645778	BRENDA tissue / enzyme source		
caro-relation-graph.tsv.gz	caro	relation-graph.tsv.gz	2022-06-20T01:47:22.000Z	166302	Common Anatomy Reference Ontology		
caro.db.gz	caro	db.gz	2025-02-05T06:24:25.000Z	5248698	Common Anatomy Reference Ontology		
caro.owl	caro	owl	2022-06-20T01:47:23.000Z	12075775	Common Anatomy Reference Ontology		
cco.db.gz	cco	db.gz	2025-02-05T06:24:26.000Z	1376935		1	
cdao-relation-graph.tsv.gz	cdao	relation-graph.tsv.gz	2022-06-20T01:47:23.000Z	2974	Comparative Data Analysis Ontology		
cdao.db	cdao	db	2022-10-17T16:07:23.000Z	651264	Comparative Data Analysis Ontology		
cdao.db.gz	cdao	db.gz	2025-02-05T06:24:26.000Z	136301	Comparative Data Analysis Ontology	1	
cdao.owl	cdao	owl	2022-06-20T01:47:25.000Z	205605	Comparative Data Analysis Ontology		
cdno-relation-graph.tsv.gz	cdno	relation-graph.tsv.gz	2022-06-20T01:47:26.000Z	83968	Compositional Dietary Nutrition Ontology		
cdno.db.gz	cdno	db.gz	2025-02-05T06:24:27.000Z	5793673	Compositional Dietary Nutrition Ontology		
cdno.owl	cdno	owl	2022-06-20T01:47:28.000Z	5693932	Compositional Dietary Nutrition Ontology		
cellosaurus.db.gz	cellosaurus	db.gz	2025-02-01T21:44:39.000Z	98728333			
chebi-relation-graph.tsv.gz	chebi	relation-graph.tsv.gz	2022-06-20T01:47:28.000Z	51456933	Chemical Entities of Biological Interest		
chebi.db.gz	chebi	db.gz	2025-02-05T06:24:27.000Z	726067642	Chemical Entities of Biological Interest		
chebi.owl	chebi	owl	2022-06-20T01:49:20.000Z	691563543	Chemical Entities of Biological Interest		
chebiplus.db.gz	chebiplus	db.gz	2025-02-05T06:24:27.000Z	735956544			
chemessence.db.gz	chemessence	db.gz	2025-02-05T06:24:27.000Z	508405341			
cheminf-relation-graph.tsv.gz	cheminf	relation-graph.tsv.gz	2022-06-20T01:49:34.000Z	62962	Chemical Information Ontology		
cheminf.db	cheminf	db	2022-10-17T16:07:28.000Z	4468736	Chemical Information Ontology		
cheminf.db.gz	cheminf	db.gz	2025-02-05T06:24:28.000Z	943697	Chemical Information Ontology	1	
cheminf.owl	cheminf	owl	2022-06-20T01:49:34.000Z	1094479	Chemical Information Ontology		
chemont.db.gz	chemont	db.gz	2025-02-05T06:24:29.000Z	4812935		1	
chiro-relation-graph.tsv.gz	chiro	relation-graph.tsv.gz	2022-06-20T01:49:34.000Z	559362	CHEBI Integrated Role Ontology		
chiro.db.gz	chiro	db.gz	2025-02-05T06:24:31.000Z	11520112	CHEBI Integrated Role Ontology	1	
chiro.owl	chiro	owl	2022-06-20T01:49:35.000Z	24233872	CHEBI Integrated Role Ontology		
chmo-relation-graph.tsv.gz	chmo	relation-graph.tsv.gz	2022-06-20T01:49:35.000Z	138187	Chemical Methods Ontology		
chmo.db	chmo	db	2022-10-17T16:07:35.000Z	16154624	Chemical Methods Ontology		
chmo.db.gz	chmo	db.gz	2025-02-05T06:24:41.000Z	3030651	Chemical Methods Ontology	1	
chmo.owl	chmo	owl	2022-06-20T01:49:36.000Z	6252756	Chemical Methods Ontology		
chr.db.gz	chr	db.gz	2025-02-01T21:45:00.000Z	6614905		0	
cido-relation-graph.tsv.gz	cido	relation-graph.tsv.gz	2022-06-20T01:49:37.000Z	6660815	Coronavirus Infectious Disease Ontology		
cido.db.gz	cido	db.gz	2025-02-05T06:24:42.000Z	110457845	Coronavirus Infectious Disease Ontology		
cido.owl	cido	owl	2022-06-20T01:49:39.000Z	21027930	Coronavirus Infectious Disease Ontology		
cio-relation-graph.tsv.gz	cio	relation-graph.tsv.gz	2022-06-20T01:49:40.000Z	677	Confidence Information Ontology		No Output
cio.db	cio	db	2022-10-17T16:07:42.000Z	532480	Confidence Information Ontology		No Output
cio.db.gz	cio	db.gz	2025-02-05T06:25:14.000Z	77898	Confidence Information Ontology	1	No Output
cio.owl	cio	owl	2022-06-20T01:49:43.000Z	124172	Confidence Information Ontology		No Output
cl-relation-graph.tsv.gz	cl	relation-graph.tsv.gz	2022-06-20T01:49:44.000Z	17196197	Cell Ontology		
cl.db.gz	cl	db.gz	2025-02-05T06:25:20.000Z	89285401	Cell Ontology		
cl.owl	cl	owl	2022-06-20T01:49:46.000Z	59048755	Cell Ontology		
clao-relation-graph.tsv.gz	clao	relation-graph.tsv.gz	2022-06-20T01:49:49.000Z	129743	Collembola Anatomy Ontology		
clao.db	clao	db	2022-10-17T16:08:01.000Z	8949760	Collembola Anatomy Ontology		
clao.db.gz	clao	db.gz	2025-02-05T06:25:49.000Z	1649307	Collembola Anatomy Ontology		
clao.owl	clao	owl	2022-06-20T01:49:54.000Z	1754601	Collembola Anatomy Ontology		
clo-relation-graph.tsv.gz	clo	relation-graph.tsv.gz	2022-06-20T01:49:55.000Z	10848291	Cell Line Ontology		
clo.db.gz	clo	db.gz	2025-02-05T06:25:52.000Z	80237626	Cell Line Ontology		
clo.owl	clo	owl	2022-06-20T01:49:59.000Z	51785600	Cell Line Ontology		
clyh-relation-graph.tsv.gz	clyh	relation-graph.tsv.gz	2022-06-20T01:50:10.000Z	7596	Clytia hemisphaerica Development and Anatomy Ontology		
clyh.db	clyh	db	2022-10-17T16:08:27.000Z	987136	Clytia hemisphaerica Development and Anatomy Ontology		
clyh.db.gz	clyh	db.gz	2025-02-05T06:26:12.000Z	184803	Clytia hemisphaerica Development and Anatomy Ontology		
clyh.owl	clyh	owl	2022-06-20T01:50:12.000Z	301349	Clytia hemisphaerica Development and Anatomy Ontology		
cme.db	cme	db	2022-10-17T16:08:28.000Z	1216512			
cmo-relation-graph.tsv	cmo	relation-graph.tsv	2022-06-20T01:50:12.000Z	1028279	Clinical measurement ontology		
cmo.db.gz	cmo	db.gz	2025-02-05T06:26:14.000Z	3666691	Clinical measurement ontology		
cmo.db.tmp	cmo	db.tmp	2022-06-20T01:50:13.000Z	532480	Clinical measurement ontology		
cmo.owl	cmo	owl	2022-06-20T01:50:13.000Z	5689123	Clinical measurement ontology		
co_324.db	co_324	db	2022-10-17T16:08:29.000Z	4780032			
co_324.db.gz	co_324	db.gz	2025-02-01T21:45:36.000Z	877878			
cob-relation-graph.tsv.gz	cob	relation-graph.tsv.gz	2022-06-20T01:50:14.000Z	1474	Core Ontology for Biology and Biomedicine		No Output
cob.db	cob	db	2022-10-17T16:08:29.000Z	532480	Core Ontology for Biology and Biomedicine		No Output
cob.db.gz	cob	db.gz	2025-02-05T06:26:16.000Z	59279	Core Ontology for Biology and Biomedicine	1	No Output
cob.db.old	cob	db.old	2022-02-12T09:14:36.000Z	487424	Core Ontology for Biology and Biomedicine		No Output
cob.owl	cob	owl	2022-06-20T01:50:14.000Z	55733	Core Ontology for Biology and Biomedicine		No Output
colao-relation-graph.tsv.gz	colao	relation-graph.tsv.gz	2022-06-20T01:50:15.000Z	56639	Coleoptera Anatomy Ontology (COLAO)		
colao.db	colao	db	2022-10-17T16:08:30.000Z	10297344	Coleoptera Anatomy Ontology (COLAO)		
colao.db.gz	colao	db.gz	2025-02-05T06:26:17.000Z	2029792	Coleoptera Anatomy Ontology (COLAO)		
colao.owl	colao	owl	2022-06-20T01:50:15.000Z	3148474	Coleoptera Anatomy Ontology (COLAO)		
comet.db.gz	comet	db.gz	2025-02-05T06:26:17.000Z	243014		1	
complexportal.db.gz	complexportal	db.gz	2025-02-01T21:45:39.000Z	7123645			
comploinc.db.gz	comploinc	db.gz	2025-02-05T06:26:19.000Z	13763653			
cosmo.db.gz	cosmo	db.gz	2025-02-01T21:45:41.000Z	164430063			
cpont.db.gz	cpont	db.gz	2025-02-05T06:26:23.000Z	22282993			
credit.db.gz	credit	db.gz	2025-02-01T21:45:51.000Z	28174		1	
cro-relation-graph.tsv.gz	cro	relation-graph.tsv.gz	2022-06-20T01:50:16.000Z	1492	Contributor Role Ontology		No Output
cro.db	cro	db	2022-10-17T16:08:34.000Z	667648	Contributor Role Ontology		No Output
cro.db.gz	cro	db.gz	2025-02-05T06:26:23.000Z	138887	Contributor Role Ontology	1	No Output
cro.owl	cro	owl	2022-06-20T01:50:17.000Z	191462	Contributor Role Ontology		No Output
cso.db.gz	cso	db.gz	2025-02-01T21:45:52.000Z	7313167			
cteno-relation-graph.tsv.gz	cteno	relation-graph.tsv.gz	2022-06-20T01:50:17.000Z	79344	Ctenophore Ontology		
cteno.db	cteno	db	2022-10-17T16:08:37.000Z	4435968	Ctenophore Ontology		
cteno.db.gz	cteno	db.gz	2025-02-05T06:26:23.000Z	871102	Ctenophore Ontology		
cteno.owl	cteno	owl	2022-06-20T01:50:18.000Z	1068205	Ctenophore Ontology		
cto-relation-graph.tsv.gz	cto	relation-graph.tsv.gz	2022-06-20T01:50:18.000Z	8165	CTO: Core Ontology of Clinical Trials		
cto.db	cto	db	2022-10-17T16:08:38.000Z	1810432	CTO: Core Ontology of Clinical Trials		
cto.db.gz	cto	db.gz	2025-02-05T06:26:24.000Z	403709	CTO: Core Ontology of Clinical Trials		
cto.owl	cto	owl	2022-06-20T01:50:18.000Z	600735	CTO: Core Ontology of Clinical Trials		
cvdo-relation-graph.tsv.gz	cvdo	relation-graph.tsv.gz	2022-06-20T01:50:19.000Z	20253	Cardiovascular Disease Ontology		
cvdo.db	cvdo	db	2022-10-17T16:08:38.000Z	3125248	Cardiovascular Disease Ontology		
cvdo.db.gz	cvdo	db.gz	2025-02-05T06:26:27.000Z	965784	Cardiovascular Disease Ontology		
cvdo.owl	cvdo	owl	2022-06-20T01:50:19.000Z	1015820	Cardiovascular Disease Ontology		
dbpediaont.db.gz	dbpediaont	db.gz	2023-01-05T20:14:23.000Z	1981807			
dbpendiaont.db.gz	dbpendiaont	db.gz	2025-02-01T21:45:55.000Z	1969392			
ddanat-relation-graph.tsv.gz	ddanat	relation-graph.tsv.gz	2022-06-20T01:50:19.000Z	5133	Dictyostelium discoideum anatomy		
ddanat.db	ddanat	db	2022-10-17T16:08:39.000Z	958464	Dictyostelium discoideum anatomy		
ddanat.db.gz	ddanat	db.gz	2025-02-05T06:26:30.000Z	170447	Dictyostelium discoideum anatomy		
ddanat.owl	ddanat	owl	2022-06-20T01:50:20.000Z	301721	Dictyostelium discoideum anatomy		
ddpheno-relation-graph.tsv.gz	ddpheno	relation-graph.tsv.gz	2022-06-20T01:50:20.000Z	24970	Dictyostelium discoideum phenotype ontology		
ddpheno.db	ddpheno	db	2022-10-17T16:08:41.000Z	4390912	Dictyostelium discoideum phenotype ontology		
ddpheno.db.gz	ddpheno	db.gz	2025-02-05T06:26:31.000Z	787511	Dictyostelium discoideum phenotype ontology		
ddpheno.owl	ddpheno	owl	2022-06-20T01:50:20.000Z	1830781	Dictyostelium discoideum phenotype ontology		
dhba.db.gz	dhba	db.gz	2025-02-05T06:26:31.000Z	3513312			
dideo-relation-graph.tsv.gz	dideo	relation-graph.tsv.gz	2022-06-20T01:50:21.000Z	23407	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology		
dideo.db	dideo	db	2022-10-17T16:08:41.000Z	3915776	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology		
dideo.db.gz	dideo	db.gz	2025-02-05T06:26:34.000Z	859809	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology		
dideo.owl	dideo	owl	2022-06-20T01:50:21.000Z	1505243	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology		
disdriv-relation-graph.tsv.gz	disdriv	relation-graph.tsv.gz	2022-06-20T01:50:21.000Z	263	Disease Drivers Ontology		
disdriv.db	disdriv	db	2022-10-17T16:08:42.000Z	532480	Disease Drivers Ontology		
disdriv.db.gz	disdriv	db.gz	2025-02-05T06:26:33.000Z	37944	Disease Drivers Ontology		
disdriv.owl	disdriv	owl	2022-06-20T01:50:22.000Z	19678	Disease Drivers Ontology		
dmba.db.gz	dmba	db.gz	2025-02-05T06:26:37.000Z	1530656			
doid-relation-graph.tsv.gz	doid	relation-graph.tsv.gz	2022-06-20T01:50:22.000Z	1165625	Human Disease Ontology		No Output
doid.db.gz	doid	db.gz	2025-02-05T06:26:38.000Z	21632402	Human Disease Ontology	1	No Output
doid.owl	doid	owl	2022-06-20T01:50:22.000Z	31775742	Human Disease Ontology		No Output
dpo-relation-graph.tsv.gz	dpo	relation-graph.tsv.gz	2022-06-20T01:50:22.000Z	5879140	Drosophila Phenotype Ontology		
dpo.db.gz	dpo	db.gz	2025-02-05T06:26:41.000Z	3380237	Drosophila Phenotype Ontology		
dpo.owl	dpo	owl	2022-06-20T01:50:30.000Z	22041151	Drosophila Phenotype Ontology		
dron-relation-graph.tsv.gz	dron	relation-graph.tsv.gz	2022-06-20T01:50:36.000Z	50253436	The Drug Ontology		
dron.db.gz	dron	db.gz	2025-02-05T06:26:44.000Z	625135150	The Drug Ontology		
dron.owl	dron	owl	2022-06-20T01:50:47.000Z	595491084	The Drug Ontology		
drugbank.db.gz	drugbank	db.gz	2025-02-01T21:46:05.000Z	19697241			
dtype.db.gz	dtype	db.gz	2025-02-01T21:46:08.000Z	39509			
duo-relation-graph.tsv.gz	duo	relation-graph.tsv.gz	2022-06-20T01:51:00.000Z	10231	Data Use Ontology		No Output
duo.db	duo	db	2022-10-17T16:09:50.000Z	1785856	Data Use Ontology		No Output
duo.db.gz	duo	db.gz	2025-02-05T06:26:47.000Z	412386	Data Use Ontology	1	No Output
duo.owl	duo	owl	2022-06-20T01:51:05.000Z	598267	Data Use Ontology		No Output
ecao-relation-graph.tsv.gz	ecao	relation-graph.tsv.gz	2022-06-20T01:51:06.000Z	269761	The Echinoderm Anatomy and Development Ontology		
