unique_id,label,all_evidence,is_process,is_quality,is_chemical_entity,is_biome,is_environmental_material,historical_permissible_values_count,NMDC_soil_count,NCBI_mims_soil_trusting_CURIe_count,NCBI_mims_soil_trusting_labels_count,GOLD_env_terr_soil_count,historical_permissible_values_frequency,NMDC_soil_frequency,NCBI_mims_soil_trusting_CURIe_frequency,NCBI_mims_soil_trusting_labels_frequency,GOLD_env_terr_soil_frequency,CJM_Vote,CJM_Comments,MAM vote,MAM comments,MLS_vote,MLS_comments,NMW_vote,NMW_comment,SM_vote,SM_comment,Yes = 1 No = -1 Maybe = 0,CJM_Vote_safe_int,MAM vote_safe_int,MLS_vote_safe_int,NMW_vote_safe_int,SM_vote_safe_int,IAA_score,vote_sum
ENVO:00005792,underground water,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00005793,muddy water,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,-1,not soil?,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00005794,water scum,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00005798,acid dune sand,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,-1,acid =pH,,,-1,too specific,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000356,granite,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,rock,,,-1,not soil?,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000357,alkaline water,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000358,acidic water,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000372,household waste material,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,-1,biological waste material - though other household things aren't biological in nature,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000405,respirable suspended particulate matter,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,-1, not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000406,snow,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,-1,not soil?,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000415,fine respirable suspended particulate matter,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000416,ultrafine respirable suspended particulate matter,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000427,carbon nanotube enriched soil,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,use ENVO:382 enriched soil instead?,-1,enrichment is a treatment,,,-1,too specific,-3,0,-1,-1,0,-1,0.4,-3
ENVO:01000436,waterborne particulate matter,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,not soil,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00002046,activated sludge,2.33e-05,False,False,False,False,True,0,0,0,5,0,0.0,0.0,0.0,9.34e-05,0.0,,,-1,too specific,-1,not soil,,,-1,too specific,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00003884,farmyard manure,2.33e-05,False,False,False,False,True,0,0,0,5,0,0.0,0.0,0.0,9.34e-05,0.0,,,-1,not soil,-1,not soil,,,-1,biological waste material...,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00002127,stream sediment,4.67e-06,False,False,False,False,True,0,0,0,1,0,0.0,0.0,0.0,1.87e-05,0.0,,,-1,too specific,-1,sediment,,,-1,is this for soil or sediment ,-3,0,-1,-1,0,-1,0.4,-3
ENVO:00002149,sea water,4.67e-06,False,False,False,False,True,0,0,0,1,0,0.0,0.0,0.0,1.87e-05,0.0,,,-1,water,-1,water,,,-1,not soil,-3,0,-1,-1,0,-1,0.4,-3
ENVO:04000008,soil organic matter,0.002077480179,False,False,False,False,True,0,0,66,65,0,0.0,0.0,0.007096011182,0.001213909536,0.0,,,-1,,-1,,,,0,how would a user disambiguate this specific part of the soil to collect sample from? ,-2,0,-1,-1,0,0,0.4,-2
ENVO:01001527,plastic-frozen soil,0.0008435248255,False,False,False,False,True,1,0,2,2,0,0.003121717597,0.0,0.0002150306419,3.74e-05,0.0,,,-1,don't use temperature as a differential,0,?,,,-1,lots of terms with froze as an axis of differentiation,-2,0,-1,0,0,-1,0.4,-2
ENVO:00002044,sludge,0.0008170544952,False,False,False,False,True,0,0,0,175,0,0.0,0.0,0.0,0.003268217981,0.0,,,-1,NCBI_mims_soil_trusting_labels_count_only,-1,,,,0,,-2,0,-1,-1,0,0,0.4,-2
ENVO:00005765,frozen compost soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,-1,compost?,,,0,vs. permafrost vs. frozen compost soil vs. frozen soil,-2,0,-1,-1,0,0,0.4,-2
ENVO:01001525,hard-frozen soil,0.0007804293993,False,False,False,False,True,1,0,0,0,0,0.003121717597,0.0,0.0,0.0,0.0,,,-1,too specific,-1,too general,,,0,vs. permafrost vs. frozen compost soil vs. frozen soil,-2,0,-1,-1,0,0,0.4,-2
ENVO:01001528,friable-frozen soil,0.0007804293993,False,False,False,False,True,1,0,0,0,0,0.003121717597,0.0,0.0,0.0,0.0,,,-1,too specific,-1,too general,,,0,vs. permafrost vs. frozen compost soil vs. frozen soil,-2,0,-1,-1,0,0,0.4,-2
ENVO:01001638,frost-susceptible soil,0.0007804293993,False,False,False,False,True,1,0,0,0,0,0.003121717597,0.0,0.0,0.0,0.0,,,-1,too specific,-1,too general,,,0,vs. permafrost vs. frozen compost soil vs. frozen soil,-2,0,-1,-1,0,0,0.4,-2
ENVO:01000001,mud,0.0003818449411,False,False,False,False,True,0,0,5,53,0,0.0,0.0,0.0005375766047,0.0009898031599,0.0,,,-1,use ENVO:5771 muddy soil,-1,"mud = sediment, dirt = soil",,,0,,-2,0,-1,-1,0,0,0.4,-2
ENVO:00003081,metal contaminated soil,0.0002523817045,False,False,False,False,True,0,0,8,8,0,0.0,0.0,0.0008601225675,0.0001494042506,0.0,,,-1,just use ENVO:2116 contaminated soil ?,0,heavy metals slot?,,,-1,use parent - contaminated soil,-2,0,-1,0,0,-1,0.4,-2
ENVO:00002875,oil contaminated soil,6.07e-05,False,False,False,False,True,0,0,0,13,0,0.0,0.0,0.0,0.0002427819071,0.0,,,-1,just use ENVO:2116 contaminated soil ?,0,,,,-1,other contaminants - use parent,-2,0,-1,0,0,-1,0.4,-2
ENVO:01000371,agricultural waste material,5.84e-05,False,False,False,False,True,0,0,2,1,0,0.0,0.0,0.0002150306419,1.87e-05,0.0,,,-1,not soil,-1,not soil,,,0,"could parent of agricultural waste, animal waste and biological waste be used to subsume all 3 categories?",-2,0,-1,-1,0,0,0.4,-2
ENVO:00002276,animal waste material,5.38e-05,False,False,False,False,True,0,0,2,0,0,0.0,0.0,0.0002150306419,0.0,0.0,,,-1,not soil,-1,not soil,,,0,"could parent of agricultural waste, animal waste and biological waste be used to subsume all 3 categories?",-2,0,-1,-1,0,0,0.4,-2
ENVO:00003033,mushroom compost,2.8e-05,False,False,False,False,True,0,0,0,6,0,0.0,0.0,0.0,0.0001120531879,0.0,,,-1,NCBI_mims_soil_trusting_labels_count_only,-1,not soil,,,0,,-2,0,-1,-1,0,0,0.4,-2
ENVO:00002264,waste material,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,0,could use instead of biological waste material,-2,0,-1,-1,0,0,0.4,-2
ENVO:00005791,sterile water,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,0,,-2,0,-1,-1,0,0,0.4,-2
ENVO:00005796,marine sludge,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,sludge isn't soil,,,0,Sierra: check in OLS what's the definition of sludge and do we disambiguate sludge from contaminated soil?,-2,0,-1,-1,0,0,0.4,-2
ENVO:01000373,biological waste material,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,0,"could parent of agricultural waste, animal waste and biological waste be used to subsume all 3 categories?",-2,0,-1,-1,0,0,0.4,-2
ENVO:00005802,bulk soil,0.03068551084,False,False,False,False,True,1,172,441,2126,0,0.003121717597,0.03250188964,0.04741425653,0.03970417958,0.0,,,1,,-1,too general,,,-1,too specific,-1,0,1,-1,0,-1,0.2,-1
ENVO:00002982,clay,0.01566384177,False,False,False,False,True,0,0,96,103,43,0.0,0.0,0.01032147081,0.001923579726,0.05041031653,,,-1,"use ENVO:2262 clay soil, ENVO:615277 clay loam etc",-1,you can get that it's clay from `soil_text_measure` or `particle_class` depending on the extension,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:00002160,estuarine mud,0.006180689779,False,False,False,False,True,0,0,186,253,0,0.0,0.0,0.01999784969,0.004724909424,0.0,,,-1,use ENVO:5771 muddy soil,1,,,,-1,what other kinds of mud - lets just use mud,-1,0,-1,1,0,-1,0.2,-1
ENVO:00002007,sediment,0.001983926831,False,False,False,False,True,0,0,25,281,0,0.0,0.0,0.002687883023,0.005247824301,0.0,,,0,,-1,sediment,,,0,,-1,0,0,-1,0,0,0.6,-1
ENVO:06105274,sandy loam,0.001139933377,False,False,False,False,True,1,0,0,77,0,0.003121717597,0.0,0.0,0.001438015912,0.0,,,1,,-1,this is soil texture; you can get that it's clay from `soil_text_measure` or `particle_class` depending on the extension,,,-1,too specific yet undefined,-1,0,1,-1,0,-1,0.2,-1
ENVO:00005769,mountain forest soil,0.001119250944,False,False,False,False,True,1,0,10,15,0,0.003121717597,0.0,0.001075153209,0.0002801329698,0.0,,,-1,too specific,1,,,,-1,can we just use forest soil here? is there forest soil - can't this concept be evaluated with the broad scale value?,-1,0,-1,1,0,-1,0.2,-1
ENVO:00005779,vegetable garden soil,0.0009473747145,False,False,False,False,True,1,0,1,30,0,0.003121717597,0.0,0.0001075153209,0.0005602659396,0.0,,,-1,too specific,1,,,,-1,agricultural soil vs. garden soil,-1,0,-1,1,0,-1,0.2,-1
ENVO:03600017,slurry,0.0009464313919,False,False,False,False,True,0,0,30,30,0,0.0,0.0,0.003225459628,0.0005602659396,0.0,,,0,,-1,a slurry is soil + something,,,0,,-1,0,0,-1,0,0,0.6,-1
ENVO:00002170,compost,0.0008450677922,False,False,False,False,True,0,0,0,181,0,0.0,0.0,0.0,0.003380271169,0.0,,,-1,NCBI_mims_soil_trusting_labels_count_only,-1,not soil?,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:00005783,leafy wood soil,0.0008119771124,False,False,False,False,True,1,0,1,1,0,0.003121717597,0.0,0.0001075153209,1.87e-05,0.0,,,-1,,1,,,,-1,do we have needly wood soil?,-1,0,-1,1,0,-1,0.2,-1
ENVO:00002236,cryosol,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,don't use temperature as a differential,-1,"this is available in `fao_class` .. it isn't currently, but it's in the updated FAO class list",,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:00005770,beech forest soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,1,,,,-1,too specific,-1,0,-1,1,0,-1,0.2,-1
ENVO:00005771,muddy soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,1,,-1,unclear,,,-1,"Sierra: check OLS definition....do we have ""clay-y soil""?  do we have ""loamy soil""? ",-1,0,1,-1,0,-1,0.2,-1
ENVO:00005776,peaty paddy field soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,1,,,,-1,too specific?,-1,0,-1,1,0,-1,0.2,-1
ENVO:00005781,heat stressed soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,don't use temperature as a differential,-1,heat stress seems like a treatment,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:00005787,eucalyptus forest soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,1,,,,-1,too narrow,-1,0,-1,1,0,-1,0.2,-1
ENVO:00005788,rubber plantation soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,1,,,,-1,too specific,-1,0,-1,1,0,-1,0.2,-1
ENVO:00005789,bluegrass field soil,0.0008073082296,False,False,False,False,True,1,0,1,0,0,0.003121717597,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,1,,,,-1,too specific,-1,0,-1,1,0,-1,0.2,-1
ENVO:00005744,allotment garden soil,0.0007804293993,False,False,False,False,True,1,0,0,0,0,0.003121717597,0.0,0.0,0.0,0.0,,,-1,too specific,1,,,,-1,keep agricultural soil,-1,0,-1,1,0,-1,0.2,-1
ENVO:03600036,pathogen-suppressive soil,0.0007804293993,False,False,False,False,True,1,0,0,0,0,0.003121717597,0.0,0.0,0.0,0.0,,,1,,-1,that's a treatment,,,-1,"can use ""treated soil"" instead?",-1,0,1,-1,0,-1,0.2,-1
ENVO:06105275,silty loam,0.0007804293993,False,False,False,False,True,1,0,0,0,0,0.003121717597,0.0,0.0,0.0,0.0,,,1,,-1,this is soil texture,,,-1,too specific yet undefined,-1,0,1,-1,0,-1,0.2,-1
ENVO:01000000,humus,0.0005089082284,False,False,False,False,True,0,0,0,109,0,0.0,0.0,0.0,0.002035632914,0.0,,,-1,NCBI_mims_soil_trusting_labels_count_only,-1,?,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:01000016,silt,0.0003199620659,False,False,False,False,True,0,0,1,0,1,0.0,0.0,0.0001075153209,0.0,0.001172332943,,,0,,-1,this is soil texture,,,0,,-1,0,0,-1,0,0,0.6,-1
ENVO:00002267,industrial waste material,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,not soil,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:00005763,humus-rich acidic ash soil,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,-1,weirdly specific,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:00005795,marine mud,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,water,-1,water,,,1,"not sure the boundaries between soil, sediment, mud, clay, loam ",-1,0,-1,-1,0,1,0.2,-1
ENVO:00005799,rocky sand,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,too specific,1,,,,-1,what is the axis of differentiation - rocky vs. ... ? ,-1,0,-1,1,0,-1,0.2,-1
ENVO:01000350,autoclaved sand,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not found in the genrally understood soil environment,1,,,,-1,"I would take the parent here - some ""treated soil"" ",-1,0,-1,1,0,-1,0.2,-1
ENVO:01000441,andesite,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,gray to black volcanic rock with between about 52 and 63 weight percent silica,-1,rock,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:01000442,dacite,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,volcanic rock formed by rapid solidification of lava that is high in silica and low in alkali metal oxides,-1,rock,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:01000444,dacitic lava,2.69e-05,False,False,False,False,True,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,-1,not soil,-1,lava isn't soil,,,1,what other kinds of lava....,-1,0,-1,-1,0,1,0.2,-1
ENVO:00002984,petroleum,4.67e-06,False,False,False,False,True,0,0,0,1,0,0.0,0.0,0.0,1.87e-05,0.0,,,-1,not soil,-1,not soil,,,1,,-1,0,-1,-1,0,1,0.2,-1
ENVO:02000091,coal,4.67e-06,False,False,False,False,True,0,0,0,1,0,0.0,0.0,0.0,1.87e-05,0.0,,,-1,not soil,-1,not soil,,,1,,-1,0,-1,-1,0,1,0.2,-1
CHEBI:15377,water,0.001097187465,False,False,True,False,False,0,0,0,235,0,0.0,0.0,0.0,0.00438874986,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
CHEBI:18248,iron atom,4.67e-06,False,False,True,False,False,0,0,0,1,0,0.0,0.0,0.0,1.87e-05,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
CHEBI:26020,phosphate,1.87e-05,False,False,True,False,False,0,0,0,4,0,0.0,0.0,0.0,7.47e-05,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
CHEBI:46662,mineral,0.0003735106264,False,False,True,False,False,0,0,0,80,0,0.0,0.0,0.0,0.001494042506,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00001998,soil,1.0,False,False,False,False,True,0,5292,9301,53546,853,0.0,1.0,1.0,1.0,1.0,,,1,,-1,,,,0,think we need to decide if we're going to enumerate all the kinds of soil or only have a grouping term to annotate to here.,0,0,1,-1,0,0,0.3,0
ENVO:00000035,marsh,0.0002661263213,False,False,False,False,False,0,0,0,57,0,0.0,0.0,0.0,0.001064505285,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000044,peatland,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000064,road,3.74e-05,False,False,False,False,False,0,0,0,8,0,0.0,0.0,0.0,0.0001494042506,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000077,agricultural ecosystem,0.0009477832144,False,False,False,False,False,0,0,0,203,0,0.0,0.0,0.0,0.003791132858,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000078,farm,0.0008332437372,False,False,False,False,False,0,0,31,0,0,0.0,0.0,0.003332974949,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000111,forested area,0.0005360490904,False,False,False,False,False,0,0,9,63,0,0.0,0.0,0.0009676378884,0.001176558473,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000114,agricultural field,0.001143876293,False,False,False,False,False,0,0,0,245,0,0.0,0.0,0.0,0.004575505173,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000115,orchard,3.74e-05,False,False,False,False,False,0,0,0,8,0,0.0,0.0,0.0,0.0001494042506,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000190,abyssal feature,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000232,fen,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000243,freshwater wetland ecosystem,2.69e-05,False,False,False,False,False,0,0,1,0,0,0.0,0.0,0.0001075153209,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000266,pasture,0.001542303524,False,False,False,False,False,0,0,48,54,0,0.0,0.0,0.005160735405,0.001008478691,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000300,scrubland area,0.0007843723154,False,False,False,False,False,0,0,0,168,0,0.0,0.0,0.0,0.003137489262,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00000486,shoreline,0.003709278572,False,False,False,False,False,0,0,138,0,0,0.0,0.0,0.01483711429,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00001048,,0.0004031824535,False,False,False,False,False,0,0,15,0,0,0.0,0.0,0.001612729814,0.0,0.0,,,0,,0,,,,0,,0,0,0,0,0,0,1.0,0
ENVO:00005800,desert sand,0.06338009885,False,False,False,False,True,0,1,1,0,216,0.0,0.0001889644747,0.0001075153209,0.0,0.2532239156,,,-1,too specific,1,,,,0,we disambiguate sand by the location in ENVO vs its mineral/element/biological material content it is like we do with clay?,0,0,-1,1,0,0,0.3,0
