accession	db	is_primary	content
SAMEA7724057	BioSample	1	SAMEA7724057
SAMEA7724057	SRA		ERS5471434
SAMEA7724058	BioSample	1	SAMEA7724058
SAMEA7724058	SRA		ERS5471435
SAMEA7724059	BioSample	1	SAMEA7724059
SAMEA7724059	SRA		ERS5471436
SAMEA7724060	BioSample	1	SAMEA7724060
SAMEA7724060	SRA		ERS5471437
SAMEA7724061	BioSample	1	SAMEA7724061
SAMEA7724061	SRA		ERS5471438
SAMEA7724062	BioSample	1	SAMEA7724062
SAMEA7724062	SRA		ERS5471439
SAMEA7724063	BioSample	1	SAMEA7724063
SAMEA7724063	SRA		ERS5471440
SAMEA7724064	BioSample	1	SAMEA7724064
SAMEA7724064	SRA		ERS5471441
SAMEA7724065	BioSample	1	SAMEA7724065
SAMEA7724065	SRA		ERS5471442
SAMEA7724066	BioSample	1	SAMEA7724066
SAMEA7724066	SRA		ERS5471443
SAMEA7724067	BioSample	1	SAMEA7724067
SAMEA7724067	SRA		ERS5471444
SAMEA7724068	BioSample	1	SAMEA7724068
SAMEA7724068	SRA		ERS5471445
SAMEA7724069	BioSample	1	SAMEA7724069
SAMEA7724069	SRA		ERS5471446
SAMEA7724070	BioSample	1	SAMEA7724070
SAMEA7724070	SRA		ERS5471447
SAMEA7724071	BioSample	1	SAMEA7724071
SAMEA7724071	SRA		ERS5471448
SAMEA7724072	BioSample	1	SAMEA7724072
SAMEA7724072	SRA		ERS5471449
SAMEA7724073	BioSample	1	SAMEA7724073
SAMEA7724073	SRA		ERS5471450
SAMEA7724074	BioSample	1	SAMEA7724074
SAMEA7724074	SRA		ERS5471451
SAMEA7724075	BioSample	1	SAMEA7724075
SAMEA7724075	SRA		ERS5471452
SAMEA7724076	BioSample	1	SAMEA7724076
SAMEA7724076	SRA		ERS5471453
SAMEA7724077	BioSample	1	SAMEA7724077
SAMEA7724077	SRA		ERS5471454
SAMEA7724078	BioSample	1	SAMEA7724078
SAMEA7724078	SRA		ERS5471455
SAMEA7724079	BioSample	1	SAMEA7724079
SAMEA7724079	SRA		ERS5471456
SAMEA7724080	BioSample	1	SAMEA7724080
SAMEA7724080	SRA		ERS5471457
SAMEA7724081	BioSample	1	SAMEA7724081
SAMEA7724081	SRA		ERS5471458
SAMEA7724082	BioSample	1	SAMEA7724082
SAMEA7724082	SRA		ERS5471459
SAMEA7724083	BioSample	1	SAMEA7724083
SAMEA7724083	SRA		ERS5471460
SAMEA7724084	BioSample	1	SAMEA7724084
SAMEA7724084	SRA		ERS5471461
SAMEA7724085	BioSample	1	SAMEA7724085
SAMEA7724085	SRA		ERS5471462
SAMEA7724086	BioSample	1	SAMEA7724086
SAMEA7724086	SRA		ERS5471463
SAMEA7724087	BioSample	1	SAMEA7724087
SAMEA7724087	SRA		ERS5471464
SAMEA7724088	BioSample	1	SAMEA7724088
SAMEA7724088	SRA		ERS5471465
SAMEA7724089	BioSample	1	SAMEA7724089
SAMEA7724089	SRA		ERS5471466
SAMEA7724090	BioSample	1	SAMEA7724090
SAMEA7724090	SRA		ERS5471467
SAMEA7724091	BioSample	1	SAMEA7724091
SAMEA7724091	SRA		ERS5471468
SAMEA7724092	BioSample	1	SAMEA7724092
SAMEA7724092	SRA		ERS5471469
SAMEA7724093	BioSample	1	SAMEA7724093
SAMEA7724093	SRA		ERS5471470
SAMEA7724094	BioSample	1	SAMEA7724094
SAMEA7724094	SRA		ERS5471471
SAMEA7724095	BioSample	1	SAMEA7724095
SAMEA7724095	SRA		ERS5471472
SAMEA7724096	BioSample	1	SAMEA7724096
SAMEA7724096	SRA		ERS5471473
SAMEA7724097	BioSample	1	SAMEA7724097
SAMEA7724097	SRA		ERS5471474
SAMEA7724098	BioSample	1	SAMEA7724098
SAMEA7724098	SRA		ERS5471475
SAMEA7724099	BioSample	1	SAMEA7724099
SAMEA7724099	SRA		ERS5471476
SAMEA7724100	BioSample	1	SAMEA7724100
SAMEA7724100	SRA		ERS5471477
SAMEA7724101	BioSample	1	SAMEA7724101
SAMEA7724101	SRA		ERS5471478
SAMEA7724102	BioSample	1	SAMEA7724102
SAMEA7724102	SRA		ERS5471479
SAMEA7724103	BioSample	1	SAMEA7724103
SAMEA7724103	SRA		ERS5471480
SAMEA7724104	BioSample	1	SAMEA7724104
SAMEA7724104	SRA		ERS5471481
SAMEA7724105	BioSample	1	SAMEA7724105
SAMEA7724105	SRA		ERS5471482
SAMEA7724106	BioSample	1	SAMEA7724106
SAMEA7724106	SRA		ERS5471483
SAMEA7724107	BioSample	1	SAMEA7724107
SAMEA7724107	SRA		ERS5471484
SAMEA7724108	BioSample	1	SAMEA7724108
SAMEA7724108	SRA		ERS5471485
SAMEA7724109	BioSample	1	SAMEA7724109
SAMEA7724109	SRA		ERS5471486
SAMEA7724110	BioSample	1	SAMEA7724110
SAMEA7724110	SRA		ERS5471487
SAMEA7724111	BioSample	1	SAMEA7724111
SAMEA7724111	SRA		ERS5471488
SAMEA7724112	BioSample	1	SAMEA7724112
SAMEA7724112	SRA		ERS5471489
SAMEA7724113	BioSample	1	SAMEA7724113
SAMEA7724113	SRA		ERS5471490
SAMEA7724114	BioSample	1	SAMEA7724114
SAMEA7724114	SRA		ERS5471491
SAMEA7724115	BioSample	1	SAMEA7724115
SAMEA7724115	SRA		ERS5471492
SAMEA7724116	BioSample	1	SAMEA7724116
SAMEA7724116	SRA		ERS5471493
SAMEA7724117	BioSample	1	SAMEA7724117
SAMEA7724117	SRA		ERS5471494
SAMEA7724118	BioSample	1	SAMEA7724118
SAMEA7724118	SRA		ERS5471495
SAMEA7724119	BioSample	1	SAMEA7724119
SAMEA7724119	SRA		ERS5471496
SAMEA7724120	BioSample	1	SAMEA7724120
SAMEA7724120	SRA		ERS5471497
SAMEA7724121	BioSample	1	SAMEA7724121
SAMEA7724121	SRA		ERS5471498
SAMEA7724122	BioSample	1	SAMEA7724122
SAMEA7724122	SRA		ERS5471499
SAMEA7724123	BioSample	1	SAMEA7724123
SAMEA7724123	SRA		ERS5471500
SAMEA7724124	BioSample	1	SAMEA7724124
SAMEA7724124	SRA		ERS5471501
SAMEA7724125	BioSample	1	SAMEA7724125
SAMEA7724125	SRA		ERS5471502
SAMEA7724126	BioSample	1	SAMEA7724126
SAMEA7724126	SRA		ERS5471503
SAMEA7724127	BioSample	1	SAMEA7724127
SAMEA7724127	SRA		ERS5471504
SAMEA7724128	BioSample	1	SAMEA7724128
SAMEA7724128	SRA		ERS5471505
SAMEA7724129	BioSample	1	SAMEA7724129
SAMEA7724129	SRA		ERS5471506
SAMEA7724130	BioSample	1	SAMEA7724130
SAMEA7724130	SRA		ERS5471507
SAMEA7724131	BioSample	1	SAMEA7724131
SAMEA7724131	SRA		ERS5471508
SAMEA7724132	BioSample	1	SAMEA7724132
SAMEA7724132	SRA		ERS5471509
SAMEA7724133	BioSample	1	SAMEA7724133
SAMEA7724133	SRA		ERS5471510
SAMEA7724134	BioSample	1	SAMEA7724134
SAMEA7724134	SRA		ERS5471511
SAMEA7724135	BioSample	1	SAMEA7724135
SAMEA7724135	SRA		ERS5471512
SAMEA7724136	BioSample	1	SAMEA7724136
SAMEA7724136	SRA		ERS5471513
SAMEA7724137	BioSample	1	SAMEA7724137
SAMEA7724137	SRA		ERS5471514
SAMEA7724138	BioSample	1	SAMEA7724138
SAMEA7724138	SRA		ERS5471515
SAMEA7724139	BioSample	1	SAMEA7724139
SAMEA7724139	SRA		ERS5471516
SAMEA7724140	BioSample	1	SAMEA7724140
SAMEA7724140	SRA		ERS5471517
SAMEA7724141	BioSample	1	SAMEA7724141
SAMEA7724141	SRA		ERS5471518
SAMEA7724142	BioSample	1	SAMEA7724142
SAMEA7724142	SRA		ERS5471519
SAMEA7724143	BioSample	1	SAMEA7724143
SAMEA7724143	SRA		ERS5471520
SAMEA7724144	BioSample	1	SAMEA7724144
SAMEA7724144	SRA		ERS5471521
SAMEA7724145	BioSample	1	SAMEA7724145
SAMEA7724145	SRA		ERS5471522
SAMEA7724146	BioSample	1	SAMEA7724146
SAMEA7724146	SRA		ERS5471523
SAMEA7724147	BioSample	1	SAMEA7724147
SAMEA7724147	SRA		ERS5471524
SAMEA7724148	BioSample	1	SAMEA7724148
SAMEA7724148	SRA		ERS5471525
SAMEA7724149	BioSample	1	SAMEA7724149
SAMEA7724149	SRA		ERS5471526
SAMEA7724150	BioSample	1	SAMEA7724150
SAMEA7724150	SRA		ERS5471527
SAMEA7724151	BioSample	1	SAMEA7724151
SAMEA7724151	SRA		ERS5471528
SAMEA7724152	BioSample	1	SAMEA7724152
SAMEA7724152	SRA		ERS5471529
SAMEA7724153	BioSample	1	SAMEA7724153
SAMEA7724153	SRA		ERS5471530
SAMEA7724154	BioSample	1	SAMEA7724154
SAMEA7724154	SRA		ERS5471531
SAMEA7724155	BioSample	1	SAMEA7724155
SAMEA7724155	SRA		ERS5471532
SAMEA7724156	BioSample	1	SAMEA7724156
SAMEA7724156	SRA		ERS5471533
SAMEA7724157	BioSample	1	SAMEA7724157
SAMEA7724157	SRA		ERS5471534
SAMEA7724158	BioSample	1	SAMEA7724158
SAMEA7724158	SRA		ERS5471535
SAMEA7724159	BioSample	1	SAMEA7724159
SAMEA7724159	SRA		ERS5471536
SAMEA7724160	BioSample	1	SAMEA7724160
SAMEA7724160	SRA		ERS5471537
SAMEA7724161	BioSample	1	SAMEA7724161
SAMEA7724161	SRA		ERS5471538
SAMEA7724162	BioSample	1	SAMEA7724162
SAMEA7724162	SRA		ERS5471539
SAMEA7724163	BioSample	1	SAMEA7724163
SAMEA7724163	SRA		ERS5471540
SAMEA7724164	BioSample	1	SAMEA7724164
SAMEA7724164	SRA		ERS5471541
SAMEA7724165	BioSample	1	SAMEA7724165
SAMEA7724165	SRA		ERS5471542
SAMEA7724166	BioSample	1	SAMEA7724166
SAMEA7724166	SRA		ERS5471543
SAMEA7724167	BioSample	1	SAMEA7724167
SAMEA7724167	SRA		ERS5471544
SAMEA7724168	BioSample	1	SAMEA7724168
SAMEA7724168	SRA		ERS5471545
SAMEA7724169	BioSample	1	SAMEA7724169
SAMEA7724169	SRA		ERS5471546
SAMEA7724170	BioSample	1	SAMEA7724170
SAMEA7724170	SRA		ERS5471547
SAMEA7724171	BioSample	1	SAMEA7724171
SAMEA7724171	SRA		ERS5471548
SAMEA7724172	BioSample	1	SAMEA7724172
SAMEA7724172	SRA		ERS5471549
SAMEA7724173	BioSample	1	SAMEA7724173
SAMEA7724173	SRA		ERS5471550
SAMEA7724174	BioSample	1	SAMEA7724174
SAMEA7724174	SRA		ERS5471551
SAMEA7724175	BioSample	1	SAMEA7724175
SAMEA7724175	SRA		ERS5471552
SAMEA7724176	BioSample	1	SAMEA7724176
SAMEA7724176	SRA		ERS5471553
SAMEA7724177	BioSample	1	SAMEA7724177
SAMEA7724177	SRA		ERS5471554
SAMEA7724178	BioSample	1	SAMEA7724178
SAMEA7724178	SRA		ERS5471555
SAMEA7724179	BioSample	1	SAMEA7724179
SAMEA7724179	SRA		ERS5471556
SAMEA7724180	BioSample	1	SAMEA7724180
SAMEA7724180	SRA		ERS5471557
SAMEA7724181	BioSample	1	SAMEA7724181
SAMEA7724181	SRA		ERS5471558
SAMEA7724182	BioSample	1	SAMEA7724182
SAMEA7724182	SRA		ERS5471559
SAMEA7724183	BioSample	1	SAMEA7724183
SAMEA7724183	SRA		ERS5471560
SAMEA7724184	BioSample	1	SAMEA7724184
SAMEA7724184	SRA		ERS5471561
SAMEA7724185	BioSample	1	SAMEA7724185
SAMEA7724185	SRA		ERS5471562
SAMEA7724186	BioSample	1	SAMEA7724186
SAMEA7724186	SRA		ERS5471563
SAMEA7724187	BioSample	1	SAMEA7724187
SAMEA7724187	SRA		ERS5471564
SAMEA7724188	BioSample	1	SAMEA7724188
SAMEA7724188	SRA		ERS5471565
SAMEA7724189	BioSample	1	SAMEA7724189
SAMEA7724189	SRA		ERS5471566
SAMEA7724190	BioSample	1	SAMEA7724190
SAMEA7724190	SRA		ERS5471567
SAMEA7724191	BioSample	1	SAMEA7724191
SAMEA7724191	SRA		ERS5471568
SAMEA7724192	BioSample	1	SAMEA7724192
SAMEA7724192	SRA		ERS5471569
SAMEA7724193	BioSample	1	SAMEA7724193
SAMEA7724193	SRA		ERS5471570
SAMEA7724194	BioSample	1	SAMEA7724194
SAMEA7724194	SRA		ERS5471571
SAMEA7724195	BioSample	1	SAMEA7724195
SAMEA7724195	SRA		ERS5471572
SAMEA7724196	BioSample	1	SAMEA7724196
SAMEA7724196	SRA		ERS5471573
SAMEA7724197	BioSample	1	SAMEA7724197
SAMEA7724197	SRA		ERS5471574
SAMEA7724198	BioSample	1	SAMEA7724198
SAMEA7724198	SRA		ERS5471575
SAMEA7724199	BioSample	1	SAMEA7724199
SAMEA7724199	SRA		ERS5471576
SAMEA7724200	BioSample	1	SAMEA7724200
SAMEA7724200	SRA		ERS5471577
SAMEA7724201	BioSample	1	SAMEA7724201
SAMEA7724201	SRA		ERS5471578
SAMEA7724202	BioSample	1	SAMEA7724202
SAMEA7724202	SRA		ERS5471579
SAMEA7724203	BioSample	1	SAMEA7724203
SAMEA7724203	SRA		ERS5471580
SAMEA7724204	BioSample	1	SAMEA7724204
SAMEA7724204	SRA		ERS5471581
SAMEA7724205	BioSample	1	SAMEA7724205
SAMEA7724205	SRA		ERS5471582
SAMEA7724206	BioSample	1	SAMEA7724206
SAMEA7724206	SRA		ERS5471583
SAMEA7724207	BioSample	1	SAMEA7724207
SAMEA7724207	SRA		ERS5471584
SAMEA7724208	BioSample	1	SAMEA7724208
SAMEA7724208	SRA		ERS5471585
SAMEA7724209	BioSample	1	SAMEA7724209
SAMEA7724209	SRA		ERS5471586
SAMEA7724210	BioSample	1	SAMEA7724210
SAMEA7724210	SRA		ERS5471587
SAMEA7724211	BioSample	1	SAMEA7724211
SAMEA7724211	SRA		ERS5471588
SAMEA7724212	BioSample	1	SAMEA7724212
SAMEA7724212	SRA		ERS5471589
SAMEA7724213	BioSample	1	SAMEA7724213
SAMEA7724213	SRA		ERS5471590
SAMEA7724214	BioSample	1	SAMEA7724214
SAMEA7724214	SRA		ERS5471591
SAMEA7724215	BioSample	1	SAMEA7724215
SAMEA7724215	SRA		ERS5471592
SAMEA7724216	BioSample	1	SAMEA7724216
SAMEA7724216	SRA		ERS5471593
SAMEA7724217	BioSample	1	SAMEA7724217
SAMEA7724217	SRA		ERS5471594
SAMEA7724218	BioSample	1	SAMEA7724218
SAMEA7724218	SRA		ERS5471595
SAMEA7724219	BioSample	1	SAMEA7724219
SAMEA7724219	SRA		ERS5471596
SAMEA7724220	BioSample	1	SAMEA7724220
SAMEA7724220	SRA		ERS5471597
SAMEA7724221	BioSample	1	SAMEA7724221
SAMEA7724221	SRA		ERS5471598
SAMEA7724222	BioSample	1	SAMEA7724222
SAMEA7724222	SRA		ERS5471599
SAMEA7724223	BioSample	1	SAMEA7724223
SAMEA7724223	SRA		ERS5471600
SAMEA7724224	BioSample	1	SAMEA7724224
SAMEA7724224	SRA		ERS5471601
SAMEA7724225	BioSample	1	SAMEA7724225
SAMEA7724225	SRA		ERS5471602
SAMEA7724226	BioSample	1	SAMEA7724226
SAMEA7724226	SRA		ERS5471603
SAMEA7724227	BioSample	1	SAMEA7724227
SAMEA7724227	SRA		ERS5471604
SAMEA7724228	BioSample	1	SAMEA7724228
SAMEA7724228	SRA		ERS5471605
SAMEA7724229	BioSample	1	SAMEA7724229
SAMEA7724229	SRA		ERS5471606
SAMEA7724230	BioSample	1	SAMEA7724230
SAMEA7724230	SRA		ERS5471607
SAMEA7724231	BioSample	1	SAMEA7724231
SAMEA7724231	SRA		ERS5471608
SAMEA7724232	BioSample	1	SAMEA7724232
SAMEA7724232	SRA		ERS5471609
SAMEA7724233	BioSample	1	SAMEA7724233
SAMEA7724233	SRA		ERS5471610
SAMEA7724234	BioSample	1	SAMEA7724234
SAMEA7724234	SRA		ERS5471611
SAMEA7724235	BioSample	1	SAMEA7724235
SAMEA7724235	SRA		ERS5471612
SAMEA7724236	BioSample	1	SAMEA7724236
SAMEA7724236	SRA		ERS5471613
SAMEA7724237	BioSample	1	SAMEA7724237
SAMEA7724237	SRA		ERS5471614
SAMEA7724238	BioSample	1	SAMEA7724238
SAMEA7724238	SRA		ERS5471615
SAMEA7724239	BioSample	1	SAMEA7724239
SAMEA7724239	SRA		ERS5471616
SAMEA7724240	BioSample	1	SAMEA7724240
SAMEA7724240	SRA		ERS5471617
SAMEA7724241	BioSample	1	SAMEA7724241
SAMEA7724241	SRA		ERS5471618
SAMEA7724242	BioSample	1	SAMEA7724242
SAMEA7724242	SRA		ERS5471619
SAMEA7724243	BioSample	1	SAMEA7724243
SAMEA7724243	SRA		ERS5471620
SAMEA7724244	BioSample	1	SAMEA7724244
SAMEA7724244	SRA		ERS5471621
SAMEA7724245	BioSample	1	SAMEA7724245
SAMEA7724245	SRA		ERS5471622
SAMEA7724246	BioSample	1	SAMEA7724246
SAMEA7724246	SRA		ERS5471623
SAMEA7724247	BioSample	1	SAMEA7724247
SAMEA7724247	SRA		ERS5471624
SAMEA7724248	BioSample	1	SAMEA7724248
SAMEA7724248	SRA		ERS5471625
SAMEA7724249	BioSample	1	SAMEA7724249
SAMEA7724249	SRA		ERS5471626
SAMEA7724250	BioSample	1	SAMEA7724250
SAMEA7724250	SRA		ERS5471627
SAMEA7724251	BioSample	1	SAMEA7724251
SAMEA7724251	SRA		ERS5471628
SAMEA7724252	BioSample	1	SAMEA7724252
SAMEA7724252	SRA		ERS5471629
SAMEA7724253	BioSample	1	SAMEA7724253
SAMEA7724253	SRA		ERS5471630
SAMEA7724254	BioSample	1	SAMEA7724254
SAMEA7724254	SRA		ERS5471631
SAMEA7724255	BioSample	1	SAMEA7724255
SAMEA7724255	SRA		ERS5471632
SAMEA7724256	BioSample	1	SAMEA7724256
SAMEA7724256	SRA		ERS5471633
SAMEA7724257	BioSample	1	SAMEA7724257
SAMEA7724257	SRA		ERS5471634
SAMEA7724258	BioSample	1	SAMEA7724258
SAMEA7724258	SRA		ERS5471635
SAMEA7724259	BioSample	1	SAMEA7724259
SAMEA7724259	SRA		ERS5471636
SAMEA7724260	BioSample	1	SAMEA7724260
SAMEA7724260	SRA		ERS5471637
SAMEA7724261	BioSample	1	SAMEA7724261
SAMEA7724261	SRA		ERS5471638
SAMEA7724262	BioSample	1	SAMEA7724262
SAMEA7724262	SRA		ERS5471639
SAMEA7724263	BioSample	1	SAMEA7724263
SAMEA7724263	SRA		ERS5471640
SAMEA7724264	BioSample	1	SAMEA7724264
SAMEA7724264	SRA		ERS5471641
SAMEA7724265	BioSample	1	SAMEA7724265
SAMEA7724265	SRA		ERS5471642
SAMEA7724266	BioSample	1	SAMEA7724266
SAMEA7724266	SRA		ERS5471643
SAMEA7724267	BioSample	1	SAMEA7724267
SAMEA7724267	SRA		ERS5471644
SAMEA7724268	BioSample	1	SAMEA7724268
SAMEA7724268	SRA		ERS5471645
SAMEA7724269	BioSample	1	SAMEA7724269
SAMEA7724269	SRA		ERS5471646
SAMEA7724270	BioSample	1	SAMEA7724270
SAMEA7724270	SRA		ERS5471647
SAMEA7724271	BioSample	1	SAMEA7724271
SAMEA7724271	SRA		ERS5471648
SAMEA7724272	BioSample	1	SAMEA7724272
SAMEA7724272	SRA		ERS5471649
SAMEA7724273	BioSample	1	SAMEA7724273
SAMEA7724273	SRA		ERS5471650
SAMEA7724274	BioSample	1	SAMEA7724274
SAMEA7724274	SRA		ERS5471651
SAMEA7724275	BioSample	1	SAMEA7724275
SAMEA7724275	SRA		ERS5471652
SAMEA7724276	BioSample	1	SAMEA7724276
SAMEA7724276	SRA		ERS5471653
SAMEA7724277	BioSample	1	SAMEA7724277
SAMEA7724277	SRA		ERS5471654
SAMEA7724278	BioSample	1	SAMEA7724278
SAMEA7724278	SRA		ERS5471655
SAMEA7724279	BioSample	1	SAMEA7724279
SAMEA7724279	SRA		ERS5471656
SAMEA7724280	BioSample	1	SAMEA7724280
SAMEA7724280	SRA		ERS5471657
SAMEA7724281	BioSample	1	SAMEA7724281
SAMEA7724281	SRA		ERS5471658
SAMEA7724282	BioSample	1	SAMEA7724282
SAMEA7724282	SRA		ERS5471659
SAMEA7724283	BioSample	1	SAMEA7724283
SAMEA7724283	SRA		ERS5471660
SAMEA7724284	BioSample	1	SAMEA7724284
SAMEA7724284	SRA		ERS5471661
SAMEA7724285	BioSample	1	SAMEA7724285
SAMEA7724285	SRA		ERS5471662
SAMEA7724286	BioSample	1	SAMEA7724286
SAMEA7724286	SRA		ERS5471663
SAMEA7724287	BioSample	1	SAMEA7724287
SAMEA7724287	SRA		ERS5471664
SAMEA7724288	BioSample	1	SAMEA7724288
SAMEA7724288	SRA		ERS5471665
SAMEA7724289	BioSample	1	SAMEA7724289
SAMEA7724289	SRA		ERS5471666
SAMEA7724290	BioSample	1	SAMEA7724290
SAMEA7724290	SRA		ERS5471667
SAMEA7724291	BioSample	1	SAMEA7724291
SAMEA7724291	SRA		ERS5471668
SAMEA7724292	BioSample	1	SAMEA7724292
SAMEA7724292	SRA		ERS5471669
SAMEA7724293	BioSample	1	SAMEA7724293
SAMEA7724293	SRA		ERS5471670
SAMEA7724294	BioSample	1	SAMEA7724294
SAMEA7724294	SRA		ERS5471671
SAMEA7724295	BioSample	1	SAMEA7724295
SAMEA7724295	SRA		ERS5471672
SAMEA7724296	BioSample	1	SAMEA7724296
SAMEA7724296	SRA		ERS5471673
SAMEA7724297	BioSample	1	SAMEA7724297
SAMEA7724297	SRA		ERS5471674
SAMEA7724298	BioSample	1	SAMEA7724298
SAMEA7724298	SRA		ERS5471675
SAMEA7724299	BioSample	1	SAMEA7724299
SAMEA7724299	SRA		ERS5471676
SAMEA7724300	BioSample	1	SAMEA7724300
SAMEA7724300	SRA		ERS5471677
SAMEA7724301	BioSample	1	SAMEA7724301
SAMEA7724301	SRA		ERS5471678
SAMEA7724302	BioSample	1	SAMEA7724302
SAMEA7724302	SRA		ERS5471679
SAMEA7724303	BioSample	1	SAMEA7724303
SAMEA7724303	SRA		ERS5471680
SAMEA7724304	BioSample	1	SAMEA7724304
SAMEA7724304	SRA		ERS5471681
SAMEA7724305	BioSample	1	SAMEA7724305
SAMEA7724305	SRA		ERS5471682
SAMEA7724306	BioSample	1	SAMEA7724306
SAMEA7724306	SRA		ERS5471683
SAMEA7724307	BioSample	1	SAMEA7724307
SAMEA7724307	SRA		ERS5471684
SAMEA7724308	BioSample	1	SAMEA7724308
SAMEA7724308	SRA		ERS5471685
SAMEA7724309	BioSample	1	SAMEA7724309
SAMEA7724309	SRA		ERS5471686
SAMEA7724310	BioSample	1	SAMEA7724310
SAMEA7724310	SRA		ERS5471687
SAMEA7724311	BioSample	1	SAMEA7724311
SAMEA7724311	SRA		ERS5471688
SAMEA7724312	BioSample	1	SAMEA7724312
SAMEA7724312	SRA		ERS5471689
SAMEA7724313	BioSample	1	SAMEA7724313
SAMEA7724313	SRA		ERS5471690
SAMEA7724314	BioSample	1	SAMEA7724314
SAMEA7724314	SRA		ERS5471691
SAMEA7724315	BioSample	1	SAMEA7724315
SAMEA7724315	SRA		ERS5471692
SAMEA7724316	BioSample	1	SAMEA7724316
SAMEA7724316	SRA		ERS5471693
SAMEA7724317	BioSample	1	SAMEA7724317
SAMEA7724317	SRA		ERS5471694
SAMEA7724318	BioSample	1	SAMEA7724318
SAMEA7724318	SRA		ERS5471695
SAMEA7724319	BioSample	1	SAMEA7724319
SAMEA7724319	SRA		ERS5471696
SAMEA7724320	BioSample	1	SAMEA7724320
SAMEA7724320	SRA		ERS5471697
SAMEA7724321	BioSample	1	SAMEA7724321
SAMEA7724321	SRA		ERS5471698
SAMEA7724322	BioSample	1	SAMEA7724322
SAMEA7724322	SRA		ERS5471699
SAMEA7724323	BioSample	1	SAMEA7724323
SAMEA7724323	SRA		ERS5471700
SAMEA7724324	BioSample	1	SAMEA7724324
SAMEA7724324	SRA		ERS5471701
SAMEA7724325	BioSample	1	SAMEA7724325
SAMEA7724325	SRA		ERS5471702
SAMEA7724326	BioSample	1	SAMEA7724326
SAMEA7724326	SRA		ERS5471703
SAMEA7724327	BioSample	1	SAMEA7724327
SAMEA7724327	SRA		ERS5471704
SAMEA7724328	BioSample	1	SAMEA7724328
SAMEA7724328	SRA		ERS5471705
SAMEA7724329	BioSample	1	SAMEA7724329
SAMEA7724329	SRA		ERS5471706
SAMEA7724330	BioSample	1	SAMEA7724330
SAMEA7724330	SRA		ERS5471707
SAMEA7724331	BioSample	1	SAMEA7724331
SAMEA7724331	SRA		ERS5471708
SAMEA7724332	BioSample	1	SAMEA7724332
SAMEA7724332	SRA		ERS5471709
SAMEA7724333	BioSample	1	SAMEA7724333
SAMEA7724333	SRA		ERS5471710
SAMEA7724334	BioSample	1	SAMEA7724334
SAMEA7724334	SRA		ERS5471711
SAMEA7724335	BioSample	1	SAMEA7724335
SAMEA7724335	SRA		ERS5471712
SAMEA7724336	BioSample	1	SAMEA7724336
SAMEA7724336	SRA		ERS5471713
SAMEA7724337	BioSample	1	SAMEA7724337
SAMEA7724337	SRA		ERS5471714
SAMEA7724338	BioSample	1	SAMEA7724338
SAMEA7724338	SRA		ERS5471715
SAMEA7724339	BioSample	1	SAMEA7724339
SAMEA7724339	SRA		ERS5471716
SAMEA7724340	BioSample	1	SAMEA7724340
SAMEA7724340	SRA		ERS5471717
SAMEA7724341	BioSample	1	SAMEA7724341
SAMEA7724341	SRA		ERS5471718
SAMEA7724342	BioSample	1	SAMEA7724342
SAMEA7724342	SRA		ERS5471719
SAMEA7724343	BioSample	1	SAMEA7724343
SAMEA7724343	SRA		ERS5471720
SAMEA7724344	BioSample	1	SAMEA7724344
SAMEA7724344	SRA		ERS5471721
SAMEA7724345	BioSample	1	SAMEA7724345
SAMEA7724345	SRA		ERS5471722
SAMEA7724346	BioSample	1	SAMEA7724346
SAMEA7724346	SRA		ERS5471723
SAMEA7724347	BioSample	1	SAMEA7724347
SAMEA7724347	SRA		ERS5471724
SAMEA7724348	BioSample	1	SAMEA7724348
SAMEA7724348	SRA		ERS5471725
SAMEA7724349	BioSample	1	SAMEA7724349
SAMEA7724349	SRA		ERS5471726
SAMEA7724350	BioSample	1	SAMEA7724350
SAMEA7724350	SRA		ERS5471727
SAMEA7724351	BioSample	1	SAMEA7724351
SAMEA7724351	SRA		ERS5471728
SAMEA7724352	BioSample	1	SAMEA7724352
SAMEA7724352	SRA		ERS5471729
SAMEA7724353	BioSample	1	SAMEA7724353
SAMEA7724353	SRA		ERS5471730
SAMEA7724354	BioSample	1	SAMEA7724354
SAMEA7724354	SRA		ERS5471731
SAMEA7724355	BioSample	1	SAMEA7724355
SAMEA7724355	SRA		ERS5471732
SAMEA7724356	BioSample	1	SAMEA7724356
SAMEA7724356	SRA		ERS5471733
SAMEA7724357	BioSample	1	SAMEA7724357
SAMEA7724357	SRA		ERS5471734
SAMEA7724358	BioSample	1	SAMEA7724358
SAMEA7724358	SRA		ERS5471735
SAMEA7724359	BioSample	1	SAMEA7724359
SAMEA7724359	SRA		ERS5471736
SAMEA7724360	BioSample	1	SAMEA7724360
SAMEA7724360	SRA		ERS5471737
SAMEA7724361	BioSample	1	SAMEA7724361
SAMEA7724361	SRA		ERS5471738
SAMEA7724362	BioSample	1	SAMEA7724362
SAMEA7724362	SRA		ERS5471739
SAMEA7724363	BioSample	1	SAMEA7724363
SAMEA7724363	SRA		ERS5471740
SAMEA7724364	BioSample	1	SAMEA7724364
SAMEA7724364	SRA		ERS5471741
SAMEA7724365	BioSample	1	SAMEA7724365
SAMEA7724365	SRA		ERS5471742
SAMEA7724366	BioSample	1	SAMEA7724366
SAMEA7724366	SRA		ERS5471743
SAMEA7724367	BioSample	1	SAMEA7724367
